w3_id1	W3_id2	W3_id3	W3_id4	w3_ind1	w3_team	w3_posit	W301_01	W301_02	W302_01	W302_02	W303_01	W303_02	W304	W305_01	W305_02	W306_01	W306_02	W306_03	W306_04	W306_05	W306_06	W306_07	W306_08	W307	W308_01	W308_02	W308_03	W308_04	W308_05	W308_06	W308_07	W308_08	W308_09	W308_10	W308_11	W308_12	W308_13	W308_14	W309_01	W309_02	W309_03	W309_04	W309_05	W309_06	W309_07	W309_08	W310_01	W310_02	W311_01	W311_02	W311_03	W311_04	W311_05	W311_06	W311_07	W311_08	W311_09	W311_10	W311_11	W311_12	W311_13	W311_14	W312	W313_01	W313_02	W313_03	W313_04	W313_05	W314_01	W314_02	W314_03	W314_04	W314_05	W314_06	W314_07	W314_08	W314_09	W314_10	W314_11	W314_12	W314_13	W314_14	W314_15	W314_16	W314_17	W314_18	W314_19	W314_20	W314_21	W314_22	W314_23	W314_24	W315_01	W315_02	W315_03	W315_04	W315_05	W315_06	W315_07	W315_08	W316	W317	W318_01	W318_02	W319	w320_01	w320_02	w320_03	W320_04	W320_05	W320_06	W320_07	W321	W322	W323	W324_01	W324_02	W324_03	W324_04	W324_05	W324_06	W325_01	W325_02	W325_03	W325_04	W325_05	W325_06	W325_07	W325_08	W326_01	W326_02	W326_03	W327_01	W327_02	W327_03	W327_04	W327_05	W327_06	W328_01	W328_02	W328_03	W328_04	W329_01	W329_02	W329_03	W329_04	W330_01	W330_02	W330_03	W330_04	W330_05	W330_06	W330_07	W331_01	W331_02	W331_03	W331_04	W332_01	W332_02	W332_03	W332_04	W332_05	W332_06	W333	W334	W335	W336_01	W336_02	W337_01	W337_02	W3_sex	W3_birthy	W3_birthm	W3_marr	W3_edu	W3_sch	W3_maj	W3_mmaj	W3_dmaj
154	0	321	1	1	1	3	2005	4	2007	4	2	3	301	2007	10	4	4	5	4	5	5	5	4																										1	3	1	4	1	3	1	3	1	3	1	4	2		11	4	4	5	4	4	3	4	2		2		2		1	4	2		2		2		1	2	2		2		2		2		2		2		2		3				1	2	2059	30	2008	3	2	4	4	3	1															3	4	5	5	4	4	2	4	4	2	3	3	3	4	3	4	4	3	4	3	4	2	3	3											1	2	2	40	12	-9		1	74	10	2	6	12110301	1020201		
154	0	321	2	1	1	3	2005	5	2007	3	1	3	302	2005	5	3	4	4	4	4	4	4	4																										1	3	1	3	1	3	1	3	2		2		2		3	4	4	4	4	3	3	4	2		2		2		1	4	2		2		2		1	3	2		2		2		1	3	2		2		2		1				1	2	2059	30	2008	3	3	4	4	1	2															5	5	5	4	4	4	2	3	4	2	4	3	3	4	3	4	4	4	3	2	3	4	3	4											1	2	2	40	10	-9		2	79	1	1	5	-9	2020103		
154	0	321	3	1	1	3	2009	2	2009	2	1	1	302	2009	2	4	4	4	4	3	4	3	3																										1	3	1	3	2		1	3	2		2		2		3	4	4	3	4	4	3	3	2		2		2		2		2		2		2		2		2		2		2		1	3	2		2		2		3				2								4	3	1															5	3	4	3	4	5	2	4	4	2	4	4	3	4	2	4	4	3	2	4	4	2	3	3											1	2	2	40	20		200	1	83	3	1	6	12110301	1020105		
154	0	321	4	1	1	3	2009	10	2009	10	1	1	302	2009	10	4	4	4	4	4	4	4	4																										1	3	2		2		2		2		2		2		2	4	5	3	4	4	4	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		3				2								4	4	2															5	5	5	4	4	4	2	4	4	1	4	3	3	4	3	4	4	3	3	2	3	3	3	3											1	2	2	40	10		-9	1	83	5	1	6	12110101	1020101		
154	0	331	0	1	1	1	2006	8	2008	3	3	4	303	2006	8	4	4	4	4	4	4	4	4	5	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4				2		1	3	1	3	1	3	1	3	2		2		2		3	4	4	4	4	4	4	4	2		2		2		1	3	2		2		2		1	3	2		2		2		1	3	2		2		2		1				2								3	2	1	4	4	4	4	4	4									4	5	5	5	4	4	1	4	4	1	4	4	4	4	4	4	4	4	4	1	4	4	4	4											1		2	40	10	4000		1	75	11	2	6	12220101	1020105		
154	0	401	0	1	2	1	1988	8	2006	4	1	6	401	2009	12	4	3	3	5	4	4	4	4	2	4	3	4	5	2	4	4	3	4	3	3	2	4	4	2	3	5	2	1				1	1	1	3	2		1	4	1	4	2		2		2		3	4	4	3	3	2	2	4	2		2		2		1	3	2		2		2		1	2	2		1	4	1	2	1	4	1	4	2		2		3				2								3	3	1	5	5	5	4	5	4									3	4	5	4	4	3	1	4	4	2	3	3	3	4	3	4	4	2	4	2	4	4	4	5	40	40	10	10	5	4	3	3	4	3	1		2	40	10	5500		1	69	5	2	6	11122106	1020101		
154	0	701	0	1	3	2	2003	7	2008	1	8	4				4	4	4	4	4	4	4	4																										1	2	1	3	1	2	1	2	1	3	2		1	3	13	4	4	4	5	4	3	3	2		2		2		2		2		2		2		2		2		2		2		1	2	2		2		2		3	1	2	4	2								2	3	1							2	2	2	2	2	2	2	2	4	4	4	4	4	4	5	4	5	3	3	3	3	3	4	4	4	4	5	3	2	2	4	3											1		2	40	20	3600		1	69	1	2	5				
154	0	701	1	1	3	4	2009	10	2009	10	1	1				4	4	4	4	4	3	3	3																										2		2		2		2		2		2		1	3	3	3	4	4	4	3	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	3	5	2								2	3	2															4	4	4	3	4	3	3	4	4	1	4	3	4	4	4	4	4	4	2	3	4	3	3	4											1	2	2	40	15		200	1	86	4	1	5				
154	0	701	2	1	3	4	2009	10	2009	10	1	1				5	5	4	4	3	4	5	5																										2		2		2		2		2		2		1	4	3	4	4	3	4	4	3	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	3	5	2								2	3	2															4	5	4	4	4	3	3	4	4	1	4	4	2	5	4	4	4	4	2	1	3	4	4	4											1	2	2	40	15		200	1	68	7	2	2				
154	0	701	3	1	3	4	2006	1	2007	3	1	1				1	4	4	3	3	4	3	3																										2		2		2		2		2		2		2		1	3	3	4	3	4	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	1	3	2								3	3	3															3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3											1	2	2	40	15	3300		1	-9	-9	2	3				
154	0	701	4	1	3	4	2007	1	2007	1	1	1				3	3	3	3	3	3	3	3																										1	4	1	4	1	4	1	4	1	4	2		2		13	5	5	3	5	4	4	4	2		2		2		1	3	2		2		2		2		2		2		2		1	3	2		2		2		4	1	1	4	2								2	2	3															4	4	4	4	4	4	2	4	4	2	4	2	3	4	4	4	4	4	3	2	4	5	5	5											1	2	2	40	10	2478		1	81	7	2	4				
154	0	701	5	1	3	4	2006	11	2008	6	1	8				4	2	2	3	1	2	3	1																										1	3	1	3	1	3	1	3	1	3	2		1	3	13	4	3	4	4	4	2	3	2		2		2		1	3	2		2		2		2		2		1	4	2		2		2		2		2		3	1	2	4	1	15	2040	19	2006	1	3	2	2	1	3															4	4	4	4	4	4	4	4	4	2	4	4	4	4	3	5	4	4	3	3	4	4	4	2											1	2	2	40	10	2700		1	78	9	2	6				
154	0	701	6	1	3	4	2002	10	2006	3	1	8				3	4	3	4	3	3	3	3																										2		2		2		2		2		2		2		1	3	3	3	3	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	1	5	2								3	3	3															4	4	4	3	4	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3											1	2	2	40	15	3300		1	78	1	2	3				
154	1	701	0	1	3	2	2005	1	2008	3	1	8				4	4	3	3	4	4	3	4																										1	3	1	4	1	3	2		1	4	2		2		3	5	5	4	5	4	3	3	2		2		2		2		2		2		2		2		2		1	4	2		1	4	2		2		2		1	1	2	5	1	1	3110	30	2009	3	3	4	2	3	1							2	2	2	2	2	2	2	2	5	5	5	5	4	4	2	4	5	1	5	5	4	5	4	5	4	4	3	1	4	4	4	4											1		2	40	20	2500		1	78	12	2	6				
154	1	701	1	1	3	4	2000	10	2005	1	1	8				3	2	3	3	3	3	3	3																										2		2		2		2		2		2		2		1	3	3	2	3	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	2	5	2								3	3	3															3	4	3	4	4	3	2	4	3	2	3	2	3	3	4	4	4	4	2	2	4	3	3	3											1	2	2	40	15	3400		1	72	1	2	3				
154	1	701	2	1	3	4	1995	5	1995	5	1	1				3	3	3	3	3	3	3	3																										2		2		2		2		2		2		2		1	3	3	3	3	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	1	3	2								2	2	1															3	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	2	2	2	2	2	2	2											1	2	2	40	15	3600		1	74	9	2	4				
154	1	701	3	1	3	4	2006	6	2007	3	1	8				4	3	4	3	3	3	3	3																										2		2		2		2		2		2		2		1	3	3	3	3	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	1	3	2								3	3	3															3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3											1	2	2	40	15	3200		1	73	8	2	3				
154	1	701	4	1	3	4	1999	10	2002	3	1	8				3	4	3	3	3	2	3	3																										2		2		2		2		2		2		2		1	3	2	4	3	3	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	1	5	2								2	3	3															4	4	4	3	3	3	3	3	3	1	4	3	3	3	3	3	3	4	2	1	3	3	4	3											1	2	2	40	15	3400		1	70	7	2	3				
154	1	701	5	1	3	4	2003	1	2006	3	1	8				3	3	3	3	3	3	3	3																										2		2		2		2		2		2		2		1	3	4	3	4	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	1	3	2								3	3	1															3	3	3	4	3	3	4	3	3	3	3	3	3	3	3	3	3	3	2	2	3	2	3	3											1	2	2	40	15	3300		1	74	5	2	3				
154	1	701	6	1	3	4	2001	10	2008	3	1	8				3	3	3	3	4	3	3	3																										2		2		2		2		2		2		2		1	3	3	3	3	3	-9	-9	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	1	3	2								3	2	2															4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3											1	2	2	40	15	3400		1	74	4	1	5				
155	0	321	0	1	1	1	1994	5	2007	10	3	5	302	2007	10	4	4	3	3	4	4	3	3	2	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	4				2		1	2	2		2		2		2		2		2		2	2	2	4	3	3	3	2	2		2		2		2		1	4	1	3	1	4	2		2		2		2		2		2		2		2		1				2								2	2	2	4	4	4	4	4	4									3	3	3	4	4	3	2	3	3	2	2	3	4	3	2	3	3	3	2	3	4	3	3	4											1		2	40	5	4800		1	62	1	2	6	14810101	1040401		
155	0	331	0	1	1	1	1990	6	2008	3	1	5	303	1990	6	4	4	5	4	4	3	4	3	4	3	2	3	3	2	3	3	2	3	4	4	3	3	2	4	2	4	3	4				2		2		2		2		2		2		2		1	1	2	2	2	2	3	2	3	3	2		2		2		2		1	3	2		1	3	2		2		2		2		2		2		2		2		1				2								4	1	2	3	2	3	2	3	2									4	3	4	3	4	2	4	3	4	3	4	3	3	3	3	3	3	3	3	3	3	4	4	4											1		2	40	10	4500		1	64	8	2	6	-9	-9		
155	0	401	0	1	2	1	1986	5	2007	12	1	5	401	2008	10	5	5	4	4	3	3	4	4	2	3	3	4	3	4	3	4	3	3	2	2	3	3	2	3	2	3	3	2				2		1	2	2		2		2		1	2	2		2		2	3	3	5	3	3	2	2	1	2	2		1	2	2		1	3	1	3	1	4	2		1	3	1	3	2		2		2		2		2		3				2								3	2	1	4	4	3	4	4	4									3	4	3	4	3	3	3	3	4	2	2	2	3	3	3	4	3	3	2	3	4	3	3	3	20	20	30	30	4	4	3	3	4	3	1		2	40	12	4650		1	62	1	2	5	64810404	2040401		
155	0	701	0	1	3	2	1979	3	1995	3	1	8				5	5	4	5	3	4	5	5																										1	4	2		2		2		2		2		2		8	1	1	5	5	5	3	4	2		2		2		2		2		2		1	4	2		1	4	1	4	2		2		2		2		2		1	11	7	7	2								2	1	1							4	4	4	3	4	3	1	1	4	5	5	5	4	5	1	5	5	1	5	4	4	5	5	5	5	5	4	1	5	4	5	4											1		1	40	15	6200		1	51	12	2	4				
155	0	701	1	1	3	4	2004	12	2004	12	1	1				1	1	1	1	1	2	2	2																										2		2		2		2		2		2		2		1	1	1	1	1	1	1	2	2		2		2		2		2		2		1	3	2		2		2		2		2		2		2		2		2	1	4	5	2								2	1	4															2	2	1	2	2	2	2	3	2	2	3	2	2	3	3	4	3	4	2	5	3	4	3	2											1	2	1	40	35	5400		1	81	9	2	3				
155	0	701	2	1	3	4	2002	1	2002	1	1	1				2	1	1	1	1	1	1	1																										2		2		2		2		2		2		2		1	1	1	1	1	1	1	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		2	1	1	2	2								3	1	2															4	3	1	4	3	2	2	3	2	3	4	2	1	3	3	3	3	1	1	1	2	2	2	2											1	2	1	40	30	4800		1	77	9	2	4				
155	0	701	3	1	3	4	2007	1	2007	1	1	1				3	2	3	3	4	3	3	3																										2		2		2		2		2		2		2		1	2	1	4	1	1	2	2	2		2		2		2		2		2		1	3	2		2		2		2		2		2		2		2		2	2	3	4	2								2	1	4															2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	4	3	2	4	4	3	2	3	2											1	2	1	40	30	5300		1	81	1	1	3				
155	0	701	4	1	3	4	1992	9	1992	9	1	1				2	2	2	2	1	1	4	4																										2		2		2		2		2		2		2		1	2	2	4	2	2	3	3	2		2		2		2		2		2		1	2	2		2		2		2		2		2		2		2		1	6	2	4	2								2	1	2															3	3	2	3	2	2	3	3	3	2	3	3	3	3	3	4	3	3	3	3	3	3	3	3											1	2	1	40	27	5800		1	74	3	2	3				
155	0	702	0	1	3	2	1996	1	2003	10	1	8				1	1	1	2	1	1	2	2																										1	3	2		2		2		2		2		2		11	4	4	4	3	3	3	3	2		2		1	2	2		2		2		1	3	2		2		2		2		2		2		2		2		-9	1	1	6	2								1	1	2							3	3	3	3	4	4	4	3	4	4	4	4	4	4	2	4	4	1	4	4	3	4	4	4	4	4	2	1	4	4	4	4											1		1	40	30	6500		1	67	10	2	3				
155	0	702	1	1	3	4	2000	8	2000	8	1	1				3	4	3	3	3	3	3	3																										1	3	2		2		2		2		2		2		11	4	4	4	4	3	3	3	2		2		1	2	2		2		2		1	3	2		2		2		2		2		2		2		2		1	1	1	6	2								1	1	2															4	4	4	3	3	4	2	4	4	2	4	4	4	3	4	4	3	4	2	1	4	4	4	4											1	2	1	40	30	5800		1	72	12	2	5				
155	0	702	2	1	3	4	1996	3	1996	3	1	1				1	1	1	2	1	1	3	2																										1	3	2		2		2		2		2		2		2	2	2	3	3	2	1	2	2		2		2		2		2		2		1	4	2		2		2		2		2		2		2		2		2	5	5	5	2								5	1	4															2	4	3	3	2	3	3	3	4	3	3	4	3	3	3	4	4	3	3	2	2	3	4	3											1	2	1	40	25	5100		1	72	5	2	3				
155	0	702	3	1	3	4	2009	5	2009	5	1	1				1	1	1	1	1	1	1	1																										2		2		2		2		2		2		2		1	3	3	3	3	3	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	2	1	1	2								5	1	4															3	4	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	3	3	3	4	4	5	5											2	1	2	40	18		-9	1	85	9	1	5				
155	0	702	4	1	3	4	2008	11	2008	11	1	1				1	1	1	1	1	1	1	1																										2		2		2		2		2		2		2		1	1	1	1	1	1	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	2	1	1	2								5	1	4															2	3	2	2	2	2	2	2	1	2	3	4	1	3	4	3	4	1	1	1	3	3	3	1											2	1	2	40	18		-9	1	88	1	1	3				
155	0	702	5	1	3	4	1994	12	1994	12	1	1				4	5	4	4	3	3	4	4																										1	3	2		2		2		2		2		2		2	4	4	4	4	4	3	4	2		2		2		2		2		2		1	4	2		2		2		2		2		2		2		2		1	2	1	1	2								1	1	3															3	3	3	4	4	3	3	4	4	3	4	4	4	4	4	4	4	2	2	2	2	5	4	4											1	2	1	40	21	4300		1	72	8	2	4				
156	0	101	0	1	1	1	1988	12	2009	2	1	6	101	1988	12	4	4	4	3	3	3	3	4	3	5	4	3	5	4	3	4	4	4	3	4	3	4	4	4	3	5	3	5				1	1	2		1	2	1	3	1	3	2		2		2		2	4	4	3	5	4	3	3	2		2		2		2		2		2		1	2	2		2		2		2		2		2		2		2		3				2								4	3	2	4	4	4	4	3	4									5	4	5	4	4	3	4	3	4	2	3	3	2	4	3	3	3	4	4	2	4	3	4	2											1		1	40	27	6000		1	65	10	2	7	12110301	1040302	3040401	
156	0	101	1	1	1	3	2006	1	2009	1	1	3	101	2006	1	4	4	5	4	5	4	5	4																										2		1	4	1	3	2		2		2		2		6	4	5	4	5	4	3	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								2	2	2															4	5	5	5	4	4	2	4	5	2	4	4	4	4	4	4	4	4	4	2	4	4	5	2											1	2	2	40	8	4400		1	77	12	2	7	12120601	1040401	3040503	
156	0	101	2	1	1	3	1994	12	2005	2	1	4	101	1995	2	1	1	4	2	4	3	3	3																										2		1	3	1	2	2		2		2		2		2	3	3	2	3	2	2	4	2		2		2		2		1	3	2		1	3	2		2		2		2		2		2		2		2		4				2								2	4	2															3	3	3	4	4	3	2	3	4	2	3	4	3	4	3	4	4	3	4	4	4	3	4	2											1	2	2	40	34	5000		1	71	4	2	6	14810501	1040401		
156	0	101	3	1	1	3	1986	6	2002	2	1	5	103	2009	8	4	3	4	4	4	4	4	4																										2		1	3	1	3	1	3	2		2		2		2	4	2	4	4	4	1	4	2		2		2		2		1	3	2		1	3	2		2		2		2		2		2		2		2		4				2								2	2	1															3	4	5	5	3	3	2	3	4	2	3	2	3	2	1	3	2	4	4	3	4	3	3	2											1	2	2	40	20	6000		1	63	7	2	6	11124501	1040401		
156	0	101	4	1	1	3	2007	2	2007	2	1	1	101	2007	2	4	4	4	4	4	4	4	4																										2		1	4	1	3	1	2	2		2		2		8	4	4	5	5	4	2	4	2		2		2		2		1	4	2		1	3	2		2		2		2		2		2		2		2		3				2								2	3	2															4	5	5	4	5	3	3	3	5	2	4	4	4	5	4	4	5	4	3	1	5	4	4	5											1	2	2	40	20	3900		1	78	9	2	7	12110101	1040401	3040503	
156	0	201	0	1	1	1	1986	7	2005	7	1	6	202	2009	2	4	4	4	4	4	4	3	4	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3				1	3	2		2		1	3	1	3	2		2		2		5	3	3	3	4	4	3	3	2		2		2		2		1	3	2		1	3	2		2		2		2		2		2		2		2		1				2								2	2	2	4	4	4	4	4	4									4	4	4	4	4	4	3	3	4	2	3	3	3	4	3	3	3	4	4	3	4	4	4	3											1		2	40	21	6500		1	62	4	2	7	-9	1020101	3020307	
156	0	201	1	1	1	3	1988	7	2009	1	1	5	202	2006	4	4	4	3	3	4	4	4	4																										2		2		2		2		2		2		2		1	4	4	3	4	4	1	3	2		2		2		2		1	4	2		1	4	2		2		2		2		2		2		2		2		4				2								2	2	2															4	4	4	4	4	4	4	4	5	1	4	4	4	3	4	5	3	4	2	1	5	5	5	1											1	2	2	40	18	5900		1	64	3	1	5	-9	2040401		
156	0	201	2	1	1	3	1986	5	2009	1	1	5	202	2007	8	4	4	4	4	4	4	4	4																										2		1	3	1	3	2		2		2		2		10	4	4	4	4	4	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								2	3	1															4	4	4	4	4	4	1	3	4	1	3	2	3	4	2	4	4	4	4	2	4	4	4	2											1	2	2	40	35	-9		1	61	3	2	5	24121502	2040401		
156	0	201	3	1	1	3	1987	6	2006	3	1	5	202	2009	2	4	4	4	4	4	4	4	4																										2		2		2		2		2		2		2		1	2	2	4	3	3	4	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		3				2								3	1	3															5	5	5	4	4	4	2	3	3	2	3	4	4	2	2	4	3	3	4	3	3	3	3	3											1	2	2	40	14	5000		1	63	11	2	5	22121102	2020101		
156	0	321	0	1	1	1	1992	12	2008	6	1	6	302	1992	12	5	5	5	5	4	4	4	4	4	4	3	1	4	4	3	3	5	3	4	4	3	4	3	4	3	3	3	3				1	5	2		1	4	1	1	2		2		2		2		12	3	2	2	4	4	2	3	2		2		2		2		1	3	2		1	2	2		2		2		2		2		2		2		2		4				2								2	3	1	4	4	3	4	3	4									5	4	4	5	3	3	3	2	3	2	3	2	3	4	4	3	4	2	1	2	4	4	4	3											1		2	40	10	9700		1	66	5	2	6	12210101	1020102		
156	0	321	1	1	1	3	1995	12	2006	2	1	4	302	2008	8	4	4	4	4	4	4	4	4																										2		1	3	1	2	2		2		2		2		4	4	4	4	5	4	3	4	2		2		2		2		1	3	2		2		2		2		2		2		2		2		2		2		3				2								2	3	1															4	4	4	4	4	4	3	4	5	2	4	4	4	4	4	4	4	4	3	3	4	4	4	4											1	2	2	40	27	5500		1	70	1	2	7	12620101	1040901	3020101	
156	0	321	2	1	1	3	2008	12	2008	12	1	1	302	2008	12	5	5	5	5	5	5	5	5																										2		1	4	2		1	4	2		2		2		3	5	5	4	5	5	4	4	2		2		2		2		1	4	2		1	4	2		2		2		2		2		2		2		2		1				2								4	3	1															5	5	5	4	5	5	1	5	4	1	5	4	4	5	5	5	5	5	4	2	5	5	5	4											1	2	2	40	0		300	2	86	1	1	6	12110101	1040303		
156	0	331	0	1	1	1	1989	12	2007	2	1	5	303	1992	2	3	4	4	4	4	4	3	4	3	3	3	3	4	3	3	3	3	3	4	4	4	4	4	3	3	4	3	4				1	3	2		1	2	1	2	2		2		2		2		3	3	3	3	4	3	4	4	2		2		2		2		2		2		1	1	2		2		2		2		2		2		2		2		3				2								2	3	2	4	4	4	4	3	3									4	4	4	4	3	3	2	3	4	2	4	4	4	4	3	3	3	4	4	2	4	3	3	3											1		2	40	20	5670		1	64	1	2	6	12110301	1020102		
156	0	351	0	1	1	1	1986	6	2007	2	1	6	308	2000	2	5	4	5	5	4	4	5	5	4	4	4	5	5	5	4	4	4	4	5	4	4	5	4	5	4	5	4	3				1	3	2		1	4	1	3	1	3	2		2		2		4	5	5	4	5	4	3	4	2		2		2		2		1	4	2		1	4	2		2		2		2		2		2		2		2		3				1	2	99050	20	1992	2	3	2	4	2	1	5	5	5	5	4	4									5	5	5	5	5	4	2	4	5	1	4	4	4	4	3	4	4	4	4	3	4	4	5	4											1		2	40	17.5	6623		1	60	10	2	6	14721501	1020106		
156	0	401	0	1	2	1	1987	11	2005	2	1	5	401	2007	4	2	3	5	2	5	2	2	3	2	5	5	4	5	5	4	4	3	4	5	5	5	5	4	5	4	5	4	4				1	3	2		1	3	1	3	2		2		2		2		3	4	4	3	4	3	4	4	2		2		2		2		1	3	2		1	2	2		2		2		2		2		2		2		2		4				2								2	3	1	5	4	3	4	5	3									4	4	5	4	4	2	2	4	5	1	4	4	4	5	3	4	4	3	3	2	4	4	5	2	25	25	20	30	3	4	4	4	3	4	1		2	40	26	7098		1	64	10	2	6	14721501	1040401		
156	0	701	0	1	3	2	1979	1	2007	1	1	8				4	4	4	3	4	3	3	4																										2		1	3	2		2		2		2		2		12	3	2	3	3	3	3	3	2		2		2		2		1	1	2		1	2	2		2		2		2		2		2		2		2		1	2	4	7	2								2	3	1							4	4	4	4	4	3	3	3	4	3	4	4	4	3	2	3	4	2	3	4	4	4	3	4	4	3	4	3	4	4	4	4											1		2	40	14	6000		1	60	2	2	4				
156	0	701	1	1	3	4	1989	1	1989	1	1	1				5	5	5	5	4	4	4	4																										2		1	3	2		2		2		2		2		8	4	4	4	4	4	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		2	10	4	4	2								2	1	1															3	4	4	4	4	4	1	4	4	1	4	4	3	3	2	4	3	4	3	4	4	3	3	2											1	2	1	40	0	5560		1	71	4	2	5				
156	0	701	2	1	3	4	1989	1	1989	1	1	1				-9	-9	-9	-9	-9	-9	-9	-9																										2		1	2	2		2		2		2		2		12	1	1	1	1	1	1	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	4	2	5	1	15	1130	14	1987	1	2	3	1	1	1															3	3	3	3	3	3	3	3	3	2	3	3	3	4	4	4	3	2	3	2	4	4	3	2											1	2	1	40	8	5000		1	70	8	2	6				
156	0	701	3	1	3	4	1982	12	1999	2	1	8				3	3	3	4	3	3	3	3																										2		1	3	2		1	1	2		2		2		5	3	3	3	3	3	2	2	2		2		2		2		1	2	2		1	2	2		2		2		2		2		2		2		2		1	3	3	4	1	15	1040	14	1978	1	3	2	4	2	4															3	4	4	3	3	2	2	3	3	3	3	4	3	3	3	3	3	3	2	3	2	3	3	2											1	2	1	40	11	6000		1	60	11	2	3				
156	0	701	4	1	3	4	1995	4	1995	4	1	1				3	3	3	3	3	3	3	3																										2		1	2	2		2		2		2		2		2	4	4	3	3	3	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	5	1	7	2								2	1	1															1	1	1	1	1	1	3	1	1	1	1	2	1	2	1	2	2	1	5	5	2	4	2	2											1	2	1	40	12	5000		1	70	5	2	3				
156	0	701	5	1	3	4	1996	4	1996	4	1	1				3	3	3	3	3	3	3	3																										2		1	2	2		2		2		2		2		3	3	4	4	4	4	3	3	2		2		2		2		1	3	2		1	3	2		2		2		2		2		2		2		2		3	3	3	6	2								1	2	2															4	4	4	4	3	2	3	4	3	2	4	3	3	3	3	3	3	3	4	3	3	3	3	3											1	2	1	40	5.5	5000		1	68	4	2	3				
156	0	702	0	1	3	2	1981	1	2006	1	1	4				3	3	2	2	3	2	3	4																										2		1	2	2		1	3	2		2		2		11	2	2	4	4	4	3	3	2		2		2		2		2		2		1	3	2		2		2		2		2		2		2		2		1	2	5	7	1	15	1020	12	2005	1	3	3	3	2	2							4	4	3	3	3	3	3	2	3	4	4	4	3	3	2	3	4	3	3	4	2	4	2	4	4	2	3	2	4	4	3	2											1		1	40	4	5800		1	61	9	2	5				
156	0	702	1	1	3	4	1989	1	1989	1	1	1				3	3	3	3	3	3	3	3																										2		1	2	2		2		2		2		2		2	3	3	2	3	3	2	3	2		2		2		2		1	2	2		1	3	2		2		2		2		2		2		2		2		1	2	2	5	2								2	1	2															4	4	4	3	3	3	2	4	4	2	4	4	3	4	4	4	4	4	4	2	3	4	4	4											1	2	1	40	12	6000		1	69	4	2	3				
156	0	702	2	1	3	4	1984	8	1984	8	1	1				2	4	3	4	4	2	2	4																										2		1	2	2		2		2		2		2		10	3	1	2	3	3	1	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		4	2	4	6	1	15	1070	15	1979	1	2	2	2	1	4															1	3	2	3	2	2	3	1	1	3	3	4	2	4	3	3	3	2	1	3	4	3	3	4											1	2	1	40	16	7200		1	59	3	2	2				
156	0	702	3	1	3	4	1994	12	1994	12	1	1				2	2	3	1	1	1	1	2																										2		1	2	2		2		2		2		2		11	2	2	2	3	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	4	3	3	2								3	1	4															4	2	2	1	1	2	4	3	1	3	3	3	2	3	4	4	4	1	3	3	3	3	1	3											1	2	1	40	10	4000		1	76	4	2	3				
156	0	702	4	1	3	4	1987	12	1987	12	1	1				2	2	3	1	1	1	3	1																										2		1	2	2		2		2		2		2		11	2	2	2	3	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	3	3	5	1	15	1070	15	1987	1	4	2	2	1	4															2	2	3	2	4	2	2	2	1	2	4	5	5	3	2	4	4	1	4	4	4	2	2	2											1	2	1	40	17.5	5500		1	64	7	2	3				
