w3_id1	W3_id2	W3_id3	W3_id4	w3_ind1	w3_team	w3_posit	W301_01	W301_02	W302_01	W302_02	W303_01	W303_02	W304	W305_01	W305_02	W306_01	W306_02	W306_03	W306_04	W306_05	W306_06	W306_07	W306_08	W307	W308_01	W308_02	W308_03	W308_04	W308_05	W308_06	W308_07	W308_08	W308_09	W308_10	W308_11	W308_12	W308_13	W308_14	W309_01	W309_02	W309_03	W309_04	W309_05	W309_06	W309_07	W309_08	W310_01	W310_02	W311_01	W311_02	W311_03	W311_04	W311_05	W311_06	W311_07	W311_08	W311_09	W311_10	W311_11	W311_12	W311_13	W311_14	W312	W313_01	W313_02	W313_03	W313_04	W313_05	W314_01	W314_02	W314_03	W314_04	W314_05	W314_06	W314_07	W314_08	W314_09	W314_10	W314_11	W314_12	W314_13	W314_14	W314_15	W314_16	W314_17	W314_18	W314_19	W314_20	W314_21	W314_22	W314_23	W314_24	W315_01	W315_02	W315_03	W315_04	W315_05	W315_06	W315_07	W315_08	W316	W317	W318_01	W318_02	W319	w320_01	w320_02	w320_03	W320_04	W320_05	W320_06	W320_07	W321	W322	W323	W324_01	W324_02	W324_03	W324_04	W324_05	W324_06	W325_01	W325_02	W325_03	W325_04	W325_05	W325_06	W325_07	W325_08	W326_01	W326_02	W326_03	W327_01	W327_02	W327_03	W327_04	W327_05	W327_06	W328_01	W328_02	W328_03	W328_04	W329_01	W329_02	W329_03	W329_04	W330_01	W330_02	W330_03	W330_04	W330_05	W330_06	W330_07	W331_01	W331_02	W331_03	W331_04	W332_01	W332_02	W332_03	W332_04	W332_05	W332_06	W333	W334	W335	W336_01	W336_02	W337_01	W337_02	W3_sex	W3_birthy	W3_birthm	W3_marr	W3_edu	W3_sch	W3_maj	W3_mmaj	W3_dmaj
1	0	102	3	1	1	3	2008	1	2008	1	1	1	101	2008	1	3	3	3	3	3	2	3	2																										1	3	2		2		2		2		2		2		3	3	3	3	3	3	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								2	2	4															4	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	3	3	3	3	3	3	3	3											1	2	2	40	0		333	1	75	2	2	6	14520501	1010106		
1	0	201	0	1	1	1	1995	3	2004	9	1	4	202	2002	3	3	3	3	3	4	4	4	4	2	2	2	4	4	4	4	4	4	4	4	4	4	4	3	2	3	3	3	4				1	2	1	3	2		2		2		2		2		2		2	4	4	4	3	3	2	2	2		2		2		2		1	3	1	1	1	2	1	1	1	1	1	1	1	1	2		2		2		2		1				1	17	1010	13	1994	1	3	2	2	2	1	4	4	4	4	4	4									4	4	4	4	4	4	2	4	4	2	2	4	4	4	3	4	3	3	3	3	4	3	4	3											1		2	40	20	4400		1	68	9	2	6	11110304	1041001		
1	0	201	1	1	1	3	2008	2	2008	2	1	1	203	2008	2	5	5	5	5	2	2	4	4																										1	4	1	4	2		2		2		2		2		5	4	4	3	4	4	4	2	2		2		2		2		1	3	2		1	3	2		2		2		2		2		2		2		2		3				2								2	2	1															4	3	4	4	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	3	4	3	4	4											1	2	2	40	0		250	1	80	1	2	6	14120801	1020102		
1	0	201	2	1	1	3	2005	11	2005	11	1	1	202	2005	11	2	4	4	3	3	4	3	2																										1	3	2		2		2		2		2		2		2	4	4	4	5	4	4	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		2				1	1	3080	19	2001	1	4	2	4	1	3															4	5	4	4	3	4	2	3	4	2	4	2	2	4	4	4	4	4	2	3	4	4	4	4											1	2	1	40	3	2000		2	83	7	1	5	24520702	2050302		
1	0	321	0	1	1	1	2007	11	2007	11	5	5	306	2007	11	2	2	3	3	4	4	4	4	3	3	3	4	4	3	4	5	5	5	4	4	3	5	4	3	3	4	3	3				1	3	1	3	2		2		2		2		2		2		2	2	2	3	4	4	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				2								2	2	2	4	3	4	4	5	5									3	3	3	3	4	3	3	3	3	2	3	4	3	4	3	4	4	4	3	3	4	3	3	2											1		2	40	0	-9		1	55	9	2	6	-9	-9		
1	0	321	1	1	1	3	2008	4	2008	4	1	1	303	2008	4	4	4	4	4	4	4	4	4																										2		1	3	2		2		2		2		2		2	4	4	4	4	4	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		3				2								4	2	2															4	4	4	4	4	4	2	4	4	2	4	3	3	4	4	4	4	3	2	3	4	3	4	2											1	2	2	40	0		280	1	77	3	1	6	11120501	1020101		
1	0	321	2	1	1	3	2004	10	2004	10	1	1	306	2004	10	3	3	3	3	3	3	3	3																										1	2	2		2		2		2		2		2		2	4	3	3	3	3	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		3				2								3	1	3															3	3	3	3	3	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3											1	2	2	40	0	2800		2	82	10	1	5	24520702	2040803		
1	0	321	3	1	1	3	1998	2	1998	2	1	1	303	2002	2	4	3	4	4	4	4	4	3																										2		2		2		2		2		2		2		1	3	2	3	4	4	1	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		2				1	1	3030	14	2005	1	3	4	2	2	1															4	3	3	3	3	3	3	3	3	3	4	3	3	4	5	4	4	4	2	4	4	3	4	3											1	2	2	40	0	3500		2	78	7	1	6	-9	1020101		
1	0	321	4	1	1	3	1992	8	2005	1	1	4	303	1998	10	4	4	4	4	3	4	4	4																										1	3	1	3	2		2		1	2	2		2		6	3	4	3	4	4	3	3	2		2		2		2		1	3	1	2	1	3	1	2	1	3	1	2	1	3	1	2	2		2		2		3				2								3	2	2															4	4	4	4	4	4	2	4	4	2	3	4	3	4	3	4	4	4	2	1	4	2	3	3											1	2	2	40	0	4000		1	68	7	2	7	-9	-9	3020101	
1	0	401	0	1	2	1	1993	2	2004	2	2	5	401	1993	2	4	4	3	3	3	4	4	3	4	4	3	4	5	3	5	3	5	4	5	3	4	4	3	3	3	3	3	3				2		1	2	1	3	2		2		1	2	2		2		5	4	4	4	4	4	4	3	2		2		2		2		1	3	1	3	1	4	2		1	3	1	3	2		2		2		2		2		3				2								2	2	1	5	5	5	5	4	5									5	4	4	4	4	5	1	4	4	1	4	4	4	5	3	5	4	4	3	1	5	4	4	3	35	30	30	5	4	3	4	3	4	3	1		2	40	5	5000		1	66	4	2	6	14510201	1041001		
1	0	701	0	1	3	2	1987	5	2000	6	1	8				1	1	3	2	1	4	4	3																										1	3	1	2	2		2		2		2		2		4	4	4	4	4	4	4	3	2		2		2		2		2		2		1	3	2		2		2		2		2		2		2		2		1	2	3	7	1	17	4010	15	1980	1	3	2	2	1	1							3	3	3	3	3	3	2	1	4	4	4	4	4	4	1	4	4	1	4	4	4	4	4	4	4	4	2	1	4	4	4	4											1		1	40	4	6000		1	62	8	2	3				
1	0	701	1	1	3	4	2000	1	2000	1	1	1				3	3	3	3	3	3	4	4																										1	2	2		2		2		2		2		2		3	2	3	3	4	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	2	3	4	1	17	6010	13	2000	1	3	2	2	1	2															3	3	3	2	4	4	2	3	4	3	3	3	3	4	4	4	4	3	3	2	4	3	3	3											1	2	1	40	4	4900		1	71	10	1	5				
1	0	701	2	1	3	4	1996	8	1996	8	1	1				2	1	2	2	2	1	3	2																										1	2	2		2		2		2		2		2		2	2	2	2	3	3	3	3	2		2		2		2		2		1	2	2		2		2		2		2		2		2		2		2		1	3	3	4	2								2	2	1															3	2	2	2	2	3	3	2	2	3	2	3	3	4	3	3	3	3	2	3	3	2	2	3											1	2	1	40	8	5400		1	65	1	2	3				
1	0	701	3	1	3	4	1990	8	1990	8	1	1				3	3	2	3	3	3	3	3																										1	2	2		2		2		2		2		2		2	3	2	4	3	3	3	3	2		2		2		2		2		1	3	2		2		2		1	2	2		2		2		2		2		1	1	2	3	2								2	1	1															3	3	3	4	3	4	2	3	3	3	2	4	3	4	3	4	4	4	2	1	5	3	3	4											1	2	1	40	4	5500		1	60	9	1	4				
1	0	701	4	1	3	4	1990	5	1990	5	1	1				2	2	1	1	1	1	1	1																										1	2	1	2	2		2		2		2		2		2	4	4	4	4	4	2	2	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	7	7	1	19	1010	15	1983	1	4	2	2	3	1															4	4	4	4	4	4	4	4	4	2	4	4	4	3	3	3	4	4	2	2	4	2	3	1											1	2	1	40	4	6000		1	65	10	2	3				
1	0	701	5	1	3	4	2005	4	2005	4	1	1				3	4	4	4	4	4	4	4																										1	2	2		2		2		2		2		2		2	2	2	4	3	3	3	3	2		2		2		2		2		2		1	2	2		2		2		2		2		2		2		2		1	3	1	4	1	19	1010	15	1997	1	3	2	2	2	1															2	2	2	2	2	2	3	2	2	4	2	4	2	4	4	3	3	2	2	3	3	2	3	3											1	2	1	40	2	3400		1	72	8	2	5				
1	0	702	0	1	3	2	1987	4	2007	7	1	8				4	5	3	3	3	3	3	3																										1	4	1	4	2		2		2		2		2		2	1	1	4	2	2	4	4	2		2		2		2		1	4	2		2		2		2		2		2		2		2		2		2		2	5	2	7	2								5	1	1							1	3	3	3	3	1	1	1	5	4	3	3	3	3	3	3	3	3	3	3	3	5	3	4	5	4	2	1	5	3	3	3											1		1	40	0	3800		1	59	5	2	2				
1	0	702	1	1	3	4	1988	10	1988	10	1	1				4	5	3	4	3	2	3	4																										1	3	2		2		2		2		2		2		6	3	2	3	2	3	1	1	2		2		2		2		2		1	2	2		2		2		2		2		2		2		2		2		1	5	2	4	2								2	3	2															2	3	2	2	3	3	4	3	4	4	3	4	3	4	3	4	4	2	3	3	4	4	4	3											1	2	1	40	1.5	4500		1	66	5	2	3				
2	0	101	0	1	1	1	1986	10	2002	9	1	6	101	1986	10	4	3	3	3	3	4	4	3	2	2	3	3	3	3	3	4	4	3	3	3	3	3	3	4	3	2	3	2				1	3	1	2	1	2	1	2	2		2		2		2		12	3	3	2	3	3	3	2	2		2		2		2		2		2		1	2	2		2		2		1	2	2		2		2		2		3				1	21	2020	11	2006	1	2	4	2	2	1	5	4	5	4	4	4									3	4	4	4	3	3	3	3	4	3	3	3	3	4	3	4	4	3	3	2	5	4	4	2											1		2	40	5	5300		2	60	6	1	8	11123201	1050302	3050302	3050101
2	0	101	1	1	1	3	2005	7	2008	3	1	2	101	2005	7	4	4	3	3	4	3	4	4																										1	3	1	3	1	3	2		2		2		2		12	4	5	4	4	3	3	3	1	2	2		2		2		2		2		1	4	2		2		1	4	1	4	2		2		2		2		3				1	21	2020	13	2008	1	3	4	2	3	2															3	3	4	4	3	3	3	3	3	2	3	3	3	3	3	3	4	3	3	3	3	3	3	4											1	2	2	40	5	2900		1	77	5	2	7	14810101	1050302	3050302	
2	0	101	2	1	1	3	2002	12	2007	1	1	3	101	2002	12	4	3	4	4	4	3	4	4																										1	3	1	2	1	3	2		2		2		2		13	4	4	3	4	3	1	4	1	1	2		1	1	2		1	1	1	2	1	3	2		1	1	1	3	1	3	2		2		2		2		1				1	21	2020	13	2001	1	4	4	2	1	2															3	3	4	4	3	4	3	3	4	3	3	3	3	3	3	4	3	3	3	4	4	2	4	3											1	2	2	40	10	3300		1	72	5	2	7	11121101	1050302	3050302	
2	0	101	3	1	1	3	2008	1	2008	1	1	1	101	2008	1	4	3	4	4	3	4	4	4																										1	2	2		1	3	2		2		2		2		2	4	3	3	4	4	4	4	2		2		2		2		2		2		1	3	2		2		2		1	3	2		2		2		2		4				2								2	2	4															3	4	3	3	3	4	2	3	4	2	3	3	3	4	3	4	4	3	2	3	3	3	3	4											1	2	2	40	5		200	1	80	4	1	7	14420201	1050302	3050302	
2	0	201	0	1	1	1	1999	12	2009	1	4	6	201	1999	12	3	3	3	4	3	3	3	3	2	3	3	4	4	3	3	4	3	3	4	3	3	4	2	3	4	3	3	3				2		1	3	1	3	1	3	2		2		2		2		13	4	4	4	4	3	4	3	1	3	1	3	1	2	2		1	2	1	2	1	2	2		1	3	1	3	1	3	1	3	2		2		2		1				1	2	1132	40	2006	4	3	1	2	4	1	5	4	5	4	4	4									3	4	4	4	3	4	3	3	4	1	3	3	3	4	3	4	4	3	3	1	4	3	4	3											1		2	40	5	4500		1	69	11	2	6	11124801	1020106		
2	0	201	1	1	1	3	1999	8	2009	1	1	4	201	1999	8	3	4	3	3	3	3	3	3																										1	2	1	1	1	4	2		2		2		2		3	3	2	3	3	3	2	2	2		2		2		2		2		2		1	2	2		2		2		1	4	1	2	2		2		2		1				2								2	2	1															3	4	4	4	3	4	4	4	4	3	4	3	3	3	1	4	3	3	3	4	2	2	3	3											1	2	2	40	18	3500		2	74	9	1	6	11122601	1020201		
2	0	201	2	1	1	3	2003	8	2008	12	1	3	201	2003	8	3	4	4	4	4	3	3	3																										1	1	2		1	1	2		2		2		2		12	4	4	3	4	4	3	4	2		2		1	3	2		2		2		1	1	2		2		2		1	3	2		2		2		2		1				2								4	3	2															4	4	4	4	3	2	2	3	3	2	3	4	3	4	2	4	4	2	3	3	2	2	3	2											1	2	2	40	5	2800		1	78	12	2	5	24220602	2020101		
2	0	201	3	1	1	3	2005	6	2008	4	1	2	201	2005	6	4	5	4	4	3	3	3	3																										1	2	1	3	1	2	2		2		2		2		9	3	4	4	4	4	3	3	1	4	1	4	1	4	2		1	3	2		1	3	2		1	3	2		1	4	1	4	2		2		2		3				2								4	3	2															3	3	3	3	3	4	2	3	4	2	3	4	4	5	2	4	5	4	4	2	4	4	4	2											1	2	2	40	10	2745		1	80	2	2	6	11123101	1020102		
2	0	311	0	1	1	1	1991	11	2003	1	1	6	301	2009	3	4	4	5	5	4	3	4	5	4	4	4	5	5	4	4	4	5	4	4	4	3	3	3	4	4	4	5	4				2		1	3	1	3	1	4	2		2		2		2		12	4	4	3	4	4	3	3	2		2		1	3	2		1	3	1	3	1	4	2		1	4	1	3	1	4	2		2		2		2		1				2								4	3	1	5	5	4	4	3	4									4	4	4	4	4	3	2	4	4	2	4	3	4	4	4	5	4	4	3	3	4	4	4	3											1		2	40	0	4700		1	65	11	2	6	14210201	1050403		
2	0	321	0	1	1	1	1998	5	2007	1	1	5	302	2009	2	3	4	4	2	4	5	4	4	3	3	3	4	4	2	4	3	3	3	3	4	3	3	2	2	3	4	3	3				1	1	1	3	1	2	1	3	2		2		2		2		3	4	3	4	3	4	3	3	2		2		1	3	2		2		1	3	1	2	2		2		2		1	4	2		2		2		2		3				2								4	3	1	4	5	5	4	3	4									3	3	4	4	4	3	2	3	4	2	4	3	4	4	4	4	4	3	4	3	4	3	4	4											1		2	40	10	4300		1	71	4	2	6	11120501	1020101		
2	0	321	1	1	1	3	2000	10	2009	9	1	4	304	2000	10	3	3	3	3	3	3	4	3																										1	2	1	2	1	3	2		2		2		2		13	3	4	4	5	4	1	3	2		2		1	2	2		2		2		1	3	2		1	2	2		1	3	2		2		2		2		3				1	20	6040	13	2006	1	2	3	2	1	1															3	3	4	4	3	3	3	2	3	1	3	3	3	4	3	4	4	4	3	4	4	5	3	3											1	2	2	40	20	-9		1	72	12	2	6	14810404	1040801		
2	0	321	2	1	1	3	2001	7	2006	7	1	3	302	2008	9	3	3	4	3	4	4	3	4																										1	2	1	3	1	2	2		2		2		2		3	4	5	4	4	4	3	3	2		2		2		2		1	4	1	3	1	2	2		2		2		2		2		2		2		2		3				2								3	2	1															4	4	4	4	3	2	3	3	4	3	4	3	3	4	4	4	3	3	3	3	3	3	3	3											1	2	2	40	2	3200		1	68	2	2	6	12120501	1050402		
2	0	321	3	1	1	3	2003	6	2009	1	1	2	302	2009	6	3	4	4	4	3	3	4	3																										1	4	1	4	1	3	2		2		2		2		13	4	5	3	5	4	3	4	1	3	1	4	1	3	2		1	4	1	3	1	4	2		2		2		2		2		2		2		2		3				2								2	1	2															4	4	4	5	4	4	2	4	4	3	5	3	3	3	3	4	3	3	3	4	4	2	3	1											1	2	2	40	6	2400		2	81	2	2	5	24121902	2050203		
2	0	321	4	1	1	3	2008	2	2008	2	1	1	302	2008	2	4	4	4	4	3	2	3	4																										1	2	1	3	1	3	2		2		2		2		12	4	4	3	4	4	2	3	2		2		2		2		2		2		1	3	2		2		2		2		2		2		2		2		4				1	11	5050	13	2007	1	2	2	3	2	2															3	3	3	3	3	3	3	3	3	2	4	3	4	3	2	4	4	3	2	3	4	2	3	3											1	2	2	40	5		166	2	85	12	1	6	14721001	1060401		
2	0	401	0	1	2	1	1988	8	2008	10	1	6	401	2008	10	4	4	3	4	3	3	3	3	2	3	2	4	4	3	4	3	3	4	2	2	2	2	1	3	2	3	3	3				2		1	4	1	4	1	3	2		2		2		2		4	5	4	3	4	3	3	4	2		2		2		2		2		2		1	4	2		1	3	1	3	1	4	2		2		2		2		1				2								4	3	1	5	4	5	4	4	4									5	5	5	5	5	3	2	4	5	1	4	4	4	5	4	4	4	4	2	2	5	4	4	4	15	50	35	0	3	2	3	1	3	2	1		2	40	8	4500		1	63	12	2	6	14610101	1020101		
2	0	701	0	1	3	2	1984	3	2004	1	1	5				3	3	3	3	3	4	3	3																										1	3	1	3	1	3	2		2		2		2		12	3	3	2	3	3	2	3	2		1	2	1	2	2		1	3	1	2	1	3	2		1	4	1	3	1	4	2		2		2		2		1	1	4	7	2								2	2	1							3	3	2	1	3	1	3	2	3	4	4	5	3	3	3	1	4	2	4	4	3	3	3	4	3	3	4	3	4	3	3	2											1		2	40	3	4200		1	55	5	2	4				
2	0	701	1	1	3	4	1987	7	2002	5	1	8				3	4	3	3	3	2	5	5																										1	3	1	3	1	4	2		2		2		2		12	5	5	4	4	3	3	3	2		2		2		2		2		2		1	4	2		2		2		1	2	2		2		2		2		1	2	1	4	2								2	1	3															5	5	5	5	2	2	3	3	4	2	3	2	4	4	4	3	3	2	2	2	4	3	2	2											1	2	2	40	8	3600		1	63	6	2	4				
2	0	701	2	1	3	4	1990	4	2004	1	1	8				3	5	4	5	3	3	3	4																										1	3	1	3	1	3	2		2		2		2		12	5	4	3	4	4	3	3	2		1	4	1	2	2		2		2		1	3	2		2		2		2		2		2		2		2		1	1	1	3	2								2	1	3															4	5	4	4	4	3	2	4	4	1	4	4	5	5	4	4	4	4	4	3	4	4	4	3											1	2	2	40	8	3600		1	60	6	2	4				
2	0	701	3	1	3	4	1988	5	2007	1	1	4				4	4	4	3	2	1	2	3																										1	4	1	3	1	4	2		2		2		2		5	4	4	4	4	4	1	3	2		1	3	2		2		2		2		1	4	2		1	3	1	3	1	2	2		2		2		2		3	2	2	7	2								2	2	1															4	5	5	5	4	4	2	3	4	1	4	4	4	4	2	4	3	3	3	2	4	2	4	3											1	2	2	40	10	4500		1	63	2	2	2				
2	0	701	4	1	3	4	1994	3	2007	7	1	8				4	5	4	4	4	4	4	3																										1	4	1	4	1	3	2		2		2		2		12	4	3	3	3	3	3	3	1	2	1	4	1	2	2		1	2	1	2	1	3	2		2		2		2		2		2		2		2		1	2	1	3	2								2	1	3															4	5	4	4	4	3	2	4	4	1	4	4	4	5	3	4	4	3	4	3	4	4	4	3											1	2	2	40	15	3000		1	71	3	2	2				
2	0	702	0	1	3	2	1987	4	2002	1	1	6				4	4	3	3	3	4	3	3																										1	2	2		1	3	2		2		2		2		13	4	4	3	2	2	1	1	2		2		1	2	2		2		1	2	1	3	2		2		1	3	1	3	2		2		2		2		1	3	3	6	1	2	1070	19	2004	1	2	2	2	2	1							2	4	3	4	3	3	2	2	3	4	4	4	3	3	4	3	4	2	3	4	3	3	3	4	3	3	2	3	4	3	4	4											1		2	40	10	4000		1	60	7	2	6				
2	0	702	1	1	3	4	1987	4	2009	1	1	4				3	3	4	4	4	3	4	4																										1	3	1	3	1	3	2		2		2		2		2	3	3	2	4	4	3	3	2		2		1	3	2		2		2		1	4	2		1	3	1	3	1	4	2		2		2		2		1	3	1	6	1	15	6030	19	1991	1	4	2	2	2	2															4	5	5	4	3	4	3	3	3	2	3	3	3	4	3	4	3	4	4	2	4	4	4	4											1	2	2	40	0	4000		1	64	8	2	4				
2	0	702	2	1	3	4	1996	3	2003	1	1	8				4	4	4	4	4	4	4	4																										1	3	1	3	1	3	2		2		2		2		2	4	4	4	4	4	3	3	2		2		2		2		2		1	3	1	3	2		2		2		2		2		2		2		2		1	2	2	5	2								2	2	3															4	4	4	4	4	4	2	4	4	2	4	4	4	4	4	4	3	4	4	2	4	4	4	3											1	2	2	40	6	2500		1	64	10	2	5				
2	0	702	3	1	3	4	1990	9	2007	6	1	1				2	1	2	3	2	3	4	2																										1	4	2		1	3	2		2		2		2		3	4	3	3	4	5	3	4	2		2		1	3	2		2		2		1	4	2		2		1	3	1	2	2		2		2		2		1	3	3	6	2								2	2	4															3	4	4	4	3	5	2	3	4	2	4	4	4	4	4	4	4	4	5	3	4	3	4	2											1	2	2	40	2	3200		1	66	4	2	2				
2	0	702	4	1	3	4	1993	11	2004	5	1	8				3	5	4	4	4	2	3	3																										2		2		1	4	2		2		2		2		2	4	3	4	4	4	2	3	2		2		2		2		2		2		1	4	2		2		2		2		2		2		2		2		1	1	4	7	2								1	1	1															4	3	5	4	4	4	2	2	5	1	4	3	4	5	3	4	3	4	4	2	5	4	4	5											1	2	2	40	6	3000		1	58	10	2	4				
5	0	201	0	2	1	1	1992	7	2004	4	2	6	202	2009	7	4	4	3	4	3	3	3	4	3	3	3	4	4	3	3	4	4		4	4	4	4	5		5		4		4	5		1	5	1	3	2		1	2	2		2		2		2		2	4	4	4	4	4	4	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		3				2								2	2	4	4	4	4	4	5	5									4	3	4	5	4	3	2	4	4	1	4	5	5	4	5	5	4	4	4	2	4	4	5	4											1		2	40	8	12000		1	61	4	2	6	12210101	1050405		
