w4_id1	w4_id2	w4_id3	w4_id4	w4_ind1	w4_team	w4_posit	w401_01	w401_02	w402_01	w402_02	w403_01	w403_02	w404	w405_01	w405_02	w406_01	w406_02	w406_03	w406_04	w406_05	w406_06	w406_07	w406_08	w407	w408_01	w408_02	w408_03	w408_04	w408_05	w408_06	w408_07	w408_08	w408_09	w408_10	w408_11	w408_12	w408_13	w408_14	w408_15	w409_01	w409_02	w409_03	w409_04	w409_05	w409_06	w409_07	w409_08	w410_01	w410_02	w411_01	w411_02	w411_03	w411_04	w411_05	w411_06	w411_07	w411_08	w411_09	w411_10	w411_11	w411_12	w411_13	w411_14	w412	w413_01	w413_02	w413_03	w413_04	w413_05	w413_06	w414_01	w414_02	w414_03	w414_04	w414_05	w414_06	w414_07	w414_08	w414_09	w414_10	w414_11	w414_12	w414_13	w414_14	w414_15	w414_16	w414_17	w414_18	w414_19	w414_20	w414_21	w414_22	w414_23	w414_24	w415_01	w415_02	w415_03	w415_04	w415_05	w415_06	w415_07	w415_08	w416	w417	w418_01	w418_02	w419	w420_01	w420_02	w420_03	w420_04	w420_05	w420_06	w420_07	w421	w422	w423	w424_01	w424_02	w424_03	w424_04	w424_05	w424_06	w425_01	w425_02	w425_03	w425_04	w425_05	w425_06	w425_07	w425_08	w426_01	w426_02	w426_03	w427_01	w427_02	w427_03	w427_04	w427_05	w427_06	w428_01	w428_02	w428_03	w428_04	w428_05	w428_06	w428_07	w428_08	w428_09	w428_10	w428_11	w428_12	w429_01	w429_02	w429_03	w429_04	w430_01	w430_02	w430_03	w430_04	w430_05	w430_06	w430_07	w431_01	w431_02	w431_03	w431_04	w432_01	w432_02	w432_03	w432_04	w432_05	w432_06	w433	w434	w435	w436_01	w436_02	w437_01	w437_02	w4_sex	w4_birthy	w4_birthm	w4_marr	w4_edu	w4_affil
1	0	101	0	1	1	1	1995	7	2010	4	1	5	103	1995	7	5	4	5	3	5	4	5	4	3	4	4	5	4	3	3	4	4	5	4	4	2	3	5	3	4	4	5	5	5				4	1	1	4	1	4	2		2		2		2		2		5	4	4	4	5	3	4	3	3	2		2		2		2		2		2		2		2		1	3	1	3	2		2		2		2		2		3				1	19	1010	13	2000	2	3	2	2	2	1	4	4	5	4	4	4									5	5	5	4	5	4	4	5	4	5	5	4	4	4	4	4	3	3	4	4	3	5	5	5	5	3	4	4	4	2	2	3											1		1	40	0.0	5200		1	69	12	2	6	3
1	0	101	1	1	1	3	1995	8	2005	3	1	4	103	1997	6	2	2	4	2	2	2	4	2																									1	1	1	3	1	3	2		2		2		2		2		4	3	3	4	4	4	4	3	3	2		2		2		2		2		1	3	2		2		2		2		2		2		2		2		2		1				1	2	1070	13	1994	2	3	4	2	2	1															4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	3	2	4	3	3	3	3	3	3	4	3	4	3	2	3											1	2	2	40	0.0	5500		1	70	7	2	6	4
1	0	101	2	1	1	3	2002	2	2002	2	1	1	103	2002	2	3	3	3	3	3	2	3	3																									1	4	1	2	2		2		2		2		2		2		3	3	3	3	4	4	3	4	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1				1	11	2050	13	1998	1	3	4	2	1	4															3	3	3	3	2	2	4	3	4	3	3	3	4	4	4	3	4	4	3	3	3	3	4	4	3	3	4	4	4	4	3	3											1	2	2	40	2.0	3700		2	75	11	1	6	3
1	0	101	3	1	1	3	2011	6	2011	6	3	3	103	2011	6	4	4	4	3	4	3	4	4																									4	1	2		2		1	3	2		2		2		2		1	3	-9	4	4	4	4	4	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		3				1	19	1010	13	2005	2	4	2	2	2	4															4	4	4	3	4	4	4	4	5	4	3	4	5	5	4	4	4	2	3	4	4	5	5	5	5	2	4	4	5	2	4	4											1	2	2	40	15.0		350	1	80	8	2	6	3
1	0	201	0	1	1	1	2008	1	2010	1	4	5	202	2011	9	5	5	5	5	5	4	4	4	3	3	3	3	4	3	3	3	4	4	4	4	4	3	3	4	3	3	3	3	3				2	2	1	1	1	1	1	1	2		2		2		2		2	2	3	4	4	3	4	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		4				2								4	3	1	4	4	4	4	4	4									4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	4	4	4	4	4	4	4	4	2	3	4	4	3	2	4											1		2	40	5.0	5500		1	69	6	2	6	1
1	0	201	1	1	1	3	2005	11	2005	11	1	1	202	2005	11	3	3	3	3	3	3	3	3																									5	1	1	3	1	3	1	2	2		2		2		2		2	4	3	3	4	4	3	2	4	2		2		2		1	2	2		2		2		2		2		2		2		2		2		2		2		1				1	1	3080	13	2002	2	3	4	2	2	3															4	4	4	3	3	3	4	4	5	4	4	3	4	4	4	4	4	3	3	3	4	4	4	3	4	2	4	4	5	2	4	3											1	2	2	40	5.0	3179		2	83	7	2	5	4
1	0	321	0	1	1	1	2007	11	2007	11	5	5	306	2007	11	4	3	3	4	4	4	4	4	3	3	3	3	3	3	2	4	4	4	4	4	3	3	3	3	3	3	3	3	3				4	2	2		1	4	2		2		2		2		2		2	2	2	3	4	4	3	3	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		3				2								2	2	1	3	4	3	4	4	4									3	2	2	2	3	3	3	3	3	3	3	3	4	4	4	3	4	4	3	3	3	3	3	3	3	4	4	3	3	3	3	3											1		2	40	0.0	6000		1	72	5	2	6	1
1	0	321	1	1	1	3	2011	8	2011	8	1	1	308	2011	9	5	5	5	5	4	4	5	4																									2	2	1	2	2		2		2		2		2		2		2	5	5	5	5	4	5	4	4	2		2		2		1	3	2		2		2		2		2		2		2		2		2		2		2		3				2								2	2	4															5	5	5	4	4	4	5	5	5	4	5	4	4	5	5	4	3	3	3	4	4	5	5	5	5	2	4	5	5	1	1	4											1	1	2	40	0.0		-9	1	84	2	1	6	1
1	0	321	2	1	1	3	2004	10	2004	10	1	1	306	2004	10	5	5	3	3	3	3	3	3																									4	3	1	2	1	1	2		2		2		2		2		2	3	3	3	3	3	3	3	3	2		2		2		2		2		2		2		2		1	3	2		2		2		2		2		2		3				2								3	1	3															3	3	3	3	4	4	3	3	3	3	3	3	3	3	3	5	2	5	4	5	3	3	1	2	2	5	2	1	1	1	1	2											1	2	2	40	0.0	3300		2	82	10	1	5	3
1	0	401	0	1	2	1	1993	2	2010	11	2	6	401	2000	5	2	2	2	2	2	2	2	2	2	3	2	5	4	3	3	4	3	3	4	5	5	4	4	3	1	4	3	3	3				1	2	1	2	1	2	2		2		2		2		2		2	2	2	4	4	4	2	4	3	2		2		2		2		2		1	4	2		2		2		2		2		2		2		2		2		3				2								2	2	1	5	5	5	4	5	3									3	2	2	3	4	4	4	2	4	4	3	3	4	4	3	3	4	4	3	3	3	4	3	4	4	2	5	1	4	4	3	3	10	30	50	10	3	2	3	2	3	2	1		2	40	11.0	5850		1	66	4	2	6	3
1	0	701	0	1	3	2	1986	12	2000	7	1	8				4	4	4	4	3	2	3	3																									4	1	1	2	2		2		2		2		2		2		2	2	2	3	3	2	3	1	1	2		2		2		2		2		1	4	2		2		2		1	2	2		2		2		2		2		1	1	1	7	2								2	1	1							3	3	3	2	2	1	1	1	4	4	4	4	4	4	4	3	4	4	3	3	4	3	4	4	4	4	3	4	3	4	4	4	4	2	4	4	4	3	3	4											1		1	40	8.0	-9		1	64	2	2	3	
1	0	701	1	1	3	4	2000	1	2000	1	1	1				1	1	1	1	1	1	1	1																									2	1	1	2	2		2		2		2		2		2		4	2	3	3	3	3	3	3	2	2		2		2		2		2		1	2	2		2		2		2		2		2		2		2		2		1	1	4	5	1	17	6010	15	1999	2	2	3	2	2	1															3	2	2	2	3	3	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	2	2	4	3	3	2	3											1	2	1	40	8.0	5400		1	71	10	1	5	3
1	0	701	2	1	3	4	2005	4	2005	4	1	1				3	4	4	4	3	4	4	3																									4	1	1	2	1	2	2		2		2		2		2		2	2	2	2	4	4	3	2	3	2		2		2		2		2		2		2		2		1	2	1	2	2		2		2		2		2		1	2	2	5	1	19	1010	15	2001	2	3	2	2	3	1															3	4	3	4	3	3	4	3	4	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	4											1	2	1	40	1.0	4600		1	73	8	2	5	3
1	0	701	3	1	3	4	1996	7	1996	7	1	1				3	2	3	3	3	3	3	3																									5	1	1	3	2		2		2		2		2		2		5	4	4	2	4	4	3	4	3	2		2		2		2		2		1	3	2		2		2		2		2		2		2		2		2		1	4	2	6	2								2	2	2															2	3	3	2	4	4	4	3	2	2	2	2	4	3	4	3	4	4	2	4	4	5	4	4	4	2	4	3	3	4	2	2											1	2	1	40	6.0	5600		1	73	8	1	4	
1	0	701	4	1	3	4	1996	7	1996	7	1	1				4	4	4	4	4	5	4	5																									2	1	1	3	1	3	2		2		2		2		2		4	4	4	4	4	4	4	2	2	2		2		2		2		2		2		2		2		1	2	1	2	2		2		2		2		2		1	2	3	5	2								2	2	1															3	3	3	3	3	3	2	3	4	4	3	4	2	3	4	4	3	3	3	3	3	4	4	2	4	2	4	4	4	3	3	4											1	2	1	40	8.0	5000		1	74	7	2	3	
1	0	701	5	1	3	4	1996	8	1996	8	1	1				3	3	3	2	2	2	2	3																									2	1	1	2	2		2		2		2		2		2		2	1	3	3	3	3	3	2	3	2		2		2		1	2	2		1	3	2		2		2		1	2	2		2		2		2		2		1	4	1	4	2								2	2	1															3	3	3	3	3	3	3	2	3	3	2	2	3	3	3	3	4	4	3	3	2	3	3	3	3	3	4	3	3	4	3	4											1	2	1	40	5.0	6000		1	65	1	2	3	
1	0	702	0	1	3	2	1987	8	2002	2	1	8				1	1	1	3	2	2	3	3																									4	1	2		2		2		2		2		2		2		1	1	2	3	3	3	3	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	3	2	6	1	17	6010	14	1996	2	3	2	1	2	1							3	3	3	2	2	1	1	1	3	3	3	3	4	4	4	3	3	4	3	4	3	4	4	3	4	4	4	3	3	4	4	4	3	1	1	1	1	2	2	2											1		1	40	4.0	6500		1	63	3	2	3	
1	0	702	1	1	3	4	1997	3	1997	3	1	1				4	4	4	4	4	4	4	4																									4	1	2		2		2		2		2		2		2		1	1	1	1	1	1	1	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	3	3	2								2	1	1															3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3											1	2	1	40	8.0	5000		1	71	5	2	4	
1	0	702	2	1	3	4	1996	4	1996	4	1	1				4	4	4	4	2	2	3	3																									2	1	2		2		2		2		2		2		2		1	3	2	4	3	2	2	1	4	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	2	2	7	2								1	3	3															4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	3	4	4	1	4	4	4	3	2	4											1	2	1	40	8.0	6000		1	72	7	2	4	
1	0	702	3	1	3	4	2000	1	2000	1	1	1				4	4	4	4	4	4	4	4																									4	1	2		2		2		2		2		2		2		1	1	1	1	1	1	1	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	3	3	2								2	1	1															3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3											1	2	1	40	8.0	5000		1	69	10	2	6	2
1	0	702	4	1	3	4	2003	7	2003	7	1	1				2	2	2	2	2	2	2	2																									3	1	2		2		2		2		2		2		2		1	1	1	1	1	1	1	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	2	2	6	2								1	1	1															3	4	1	3	4	3	4	3	3	4	2	2	3	3	3	3	3	4	4	4	5	5	4	4	4	3	3	5	4	4	4	4											1	2	1	40	0.0	3800		1	76	4	2	3	
1	0	702	5	1	3	4	2002	9	2002	9	1	1				3	3	3	3	3	3	3	3																									2	1	2		2		2		2		2		2		2		1	1	1	1	1	1	1	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		1	1	1	3	1	17	6010	15	2000	2	3	4	3	2	2															3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	3	3	3	3	3	3	3	3											1	2	1	40	0.0	6000		1	75	2	2	3	
2	0	321	0	1	1	1	2011	5	2011	5	3	3	302	2011	5	4	4	4	5	4	3	4	4	2	3	3	4	4	4	3	4	4	4	4	4	4	3	3	3	4	4	4	4	4				4	3	1	2	1	3	1	3	2		2		2		2		6	4	4	4	4	4	4	2	2	2		2		2		2		1	2	2		2		2		2		2		2		1	2	2		2		2		1				2								2	2	3	5	5	4	5	5	5									5	5	5	4	4	5	5	4	5	5	5	4	5	4	5	5	5	4	4	5	5	4	5	5	4	4	4	4	4	2	3	3											1		2	40	0.0	-9		1	81	8	2	7	1
2	0	321	1	1	1	3	2010	11	2010	11	1	1	302	2010	11	4	4	3	3	4	3	3	3																									3	3	1	3	1	3	2		2		2		2		2		5	4	4	3	4	4	4	2	3	2		2		2		2		2		2		1	2	2		2		2		2		2		2		2		2		1				2								2	2	4															4	4	4	3	3	4	4	3	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	4	2	3	3											1	2	2	40	5.0		-9	1	84	6	1	6	1
5	0	321	0	2	1	1	1993	1	2010	7	1	6	302	2009	1	4	5	5	5	4	4	4	4	4	4	4	4	4	5	4	4	5	5		5	5	4	4	4		4		5		4	4		3	1	1	4	1	3	1	4	2		2		2		2		5	4	4	4	4	3	5	3	3	1	3	2		1	4	1	4	1	4	1	3	1	3	1	3	2		2		2		2		2		2		2		3				1	3	1070	40	2005	3	3	1	2	3	1	4	4	4	4	4	4									4	5	5	5	4	4	4	4	4	5	5	4	4	4	4	4	3	3	4	5	4	4	5	5	5	1	4	5	5	2	3	4											1		1	40	10.0	10000		1	67	9	2	6	1
6	0	101	0	3	1	1	-9	-9	-9	-9	5	6	103	-9	-9	4	4	4	4	4	4	4	4	2	4	4	4	4	3	3	3	3	3		2	2	2	2	2	1	2		4				3	2	1	1	3	1	3	1	1	2		2		2		2		3	4	4	3	3	4	4	2	3	2		2		2		2		2		2		1	2	2		2		2		2		1	1	2		2		2		4				1	20	6010	11	2003	1	4	4	4	3	1	5	5	5	5	5	5									4	4	4	5	5	3	4	4	4	4	4	3	4	4	4	4	2	2	2	4	3	5	4	5	4	2	5	4	5	2	1	1											1		2	40	8.0	7800		1	65	7	2	8	3
6	0	311	0	3	1	1	2003	3	2009	3	3	6	301	2010	1	4	4	4	3	4	4	4	4	4	4	3	4	4	3	3	3	3	3		3	3	3	3	3	2	4		3				3	4	2	1	3	1	3	1	2	1	3	2		2		2		5	3	3	4	4	4	3	3	2	1	2	2		1	2	1	2	1	3	1	2	1	3	2		1	2	1	2	1	3	2		2		2		2		3				2								2	3	1	5	4	4	4	4	4									4	5	5	4	4	3	3	4	5	4	4	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4											1		2	40	10.0	6000		1	68	8	1	7	1
6	0	311	1	3	1	3	2003	8	2007	3	3	4	301	2010	9	3	3	3	3	3	3	3	3																									-8	-8	2		2		1	2	1	2	2		2		2		1	2	2	4	4	4	3	3	2	2		2		2		2		1	2	1	2	1	2	2		1	3	2		1	3	1	3	2		2		2		4				1	-9	-9	-9	-9	7	2	4	2	3	2															-9	-9	-9	3	3	3	3	3	3	4	3	4	3	3	3	3	3	3	3	3	3	4	3	3	4	3	4	2	3	2	2	1											1	2	2	40	15.0	6000		-9	-9	-9	-9	-9	
6	0	311	2	3	1	3	2006	12	2010	3	1	-9	301	2006	12	4	4	4	3	3	4	4	4																									2	2	1	3	2		1	2	1	2	2		2		2		3	3	3	3	3	2	2	3	3	2		2		2		2		1	2	2		2		2		2		2		1	1	1	2	2		2		2		3				2								3	2	1															3	3	3	2	3	3	3	3	3	2	3	2	3	3	3	4	4	3	2	4	4	3	3	3	3	4	4	3	3	3	3	3											1	2	2	40	10.0	2700		2	81	-9	2	5	3
6	0	311	3	3	1	3	2006	9	2011	3	2	3	301	2011	3	3	4	4	4	3	3	3	3																									1	2	2		2		1	3	2		2		2		2		2	4	4	1	3	3	3	3	2	1	3	2		1	3	1	4	1	2	1	3	1	3	2		1	2	1	4	1	2	1	2	2		2		2		1				2								2	3	1															3	3	3	3	2	5	3	2	4	2	3	2	3	4	-9	2	5	3	3	3	2	4	3	2	2	3	2	3	4	3	2	3											1	2	2	40	0.0	2500		2	80	7	1	5	2
6	0	321	0	3	1	1	2011	1	2011	1	4	4	303	2011	1	4	4	5	5	5	4	5	5	4	5	5	4	5	5	4	5	5	5		5	4	5	5	5	5	5		5				4	4	-9	2		1	4	1	3	2		2		2		2		13	4	5	3	4	4	5	3	2	1	4	2		2		2		1	4	1	3	2		2		2		2		2		1	4	2		2		2		4				2								2	1	1	5	5	4	4	5	5									5	5	5	4	5	5	4	5	5	5	5	5	4	5	5	5	4	3	4	5	5	5	4	5	4	2	4	4	5	2	3	5											1		2	40	0.0		365	1	75	2	2	6	1
6	0	321	1	3	1	3	2000	3	2007	3	1	3	306	2010	1	4	4	5	5	5	5	4	4																									1	4	1	3	2		1	3	2		2		2		2		2	3	3	4	4	3	4	2	3	1	2	2		1	2	1	2	1	2	1	3	1	3	2		1	2	1	3	1	2	1	3	2		2		2		1				2								3	2	2															4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	3	3	4	4	4	3	3	4	3	4	4	3	3	3	4	3											1	2	2	40	10.0	5000		1	73	1	2	6	1
6	0	321	2	3	1	3	2006	8	2006	8	1	1	302	2010	11	5	5	4	4	5	5	5	5																									4	5	1	4	1	4	1	4	2		2		2		2		13	4	4	4	5	4	5	4	3	1	4	2		1	3	1	4	1	4	1	4	1	4	2		1	3	1	4	1	4	1	4	2		2		2		3				2								2	2	1															5	5	5	4	4	4	5	4	4	5	4	4	4	4	5	5	3	2	4	4	4	4	4	4	4	2	4	4	4	2	2	4											1	2	2	40	10.0	4000		1	79	10	2	6	3
6	0	321	3	3	1	3	2006	9	2008	1	1	2	303	2006	9	4	4	4	5	5	4	4	5																									5	2	2		2		1	-9	1	-9	2		2		2		11	4	4	4	4	4	4	3	4	1	4	2		1	3	1	3	1	3	1	3	1	3	2		1	3	1	4	1	4	2		2		2		2		4				2								3	2	2															4	4	5	2	2	3	3	2	2	3	2	3	3	3	4	4	2	4	4	4	4	2	2	3	3	5	3	3	2	3	5	2											1	2	2	40	-9.0	2500		-9	-9	-9	-9	-9	
6	0	321	4	3	1	3	2006	1	2010	1	1	3	303	2010	4	3	4	4	3	4	4	3	3																									3	3	1	2	2		1	2	1	2	2		2		2		3	3	3	4	3	2	3	3	3	1	2	2		1	2	1	2	1	3	1	2	1	2	2		2		2		1	2	1	3	2		2		2		1				2								3	2	2															4	3	4	3	3	3	3	3	3	3	3	4	3	3	3	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3											1	2	2	40	5.0	4000		1	79	-9	1	6	3
6	0	321	5	3	1	3	2011	1	2011	1	1	1	303	2011	1	4	4	4	4	4	4	4	5																									4	6	2		2		2		2		2		2		2		1	4	4	4	4	4	4	3	3	2		2		1	4	1	3	1	3	1	3	1	4	2		1	3	1	3	1	3	1	3	2		2		2		1				2								2	3	4															5	5	5	4	4	4	4	4	4	5	4	5	4	4	3	5	4	4	5	5	5	4	4	4	4	4	4	3	4	3	4	4											1	2	2	40	-9.0		-9	1	83	1	1	6	1
6	0	321	6	3	1	3	2010	7	2010	7	1	1	303	2010	7	3	3	2	2	3	3	2	2																									3	1	1	3	1	3	1	3	2		2		2		2		4	3	3	3	3	3	3	2	2	1	2	2		1	2	1	3	1	2	1	3	2		2		1	2	1	2	2		2		2		2		2		3				2								3	1	1															2	2	1	2	2	2	2	2	2	2	3	1	1	2	3	3	4	3	3	3	2	3	2	3	3	4	3	2	2	3	4	3											1	2	2	40	15.0		150	2	84	8	1	5	4
6	0	341	0	3	1	1	2000	5	-9	-9	2	5	304	2008	10	4	4	4	4	4	4	4	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9		-9	-9	-9	-9	-9	-9	-9		-9				-9	1	1	2		1	2	1	2	1	3	2		2		2		3	4	3	4	4	4	3	3	3	1	3	2		1	3	2		2		1	2	2		2		2		2		1	2	1	2	2		2		2		3				1	88	3020	90	2008	7	2	2	3	3	1	-9	-9	-9	-9	-9	-9									4	4	4	4	4	4	4	4	4	4	4	4	3	3	4	4	3	2	4	4	4	4	4	4	4	3	4	4	4	3	3	3											1		2	40	10.0	7000		1	73	-9	2	6	4
6	0	341	1	3	1	3	2005	6	2005	6	4	4	304	2005	6	4	3	4	4	3	3	3	4																									2	4	2		2		1	3	2		2		2		2		1	3	4	3	3	3	3	3	3	2		2		2		2		1	2	2		2		2		2		2		1	2	1	3	2		2		2		4				1	88	3080	90	2007	7	2	3	3	2	2															3	3	3	4	4	3	4	3	4	4	4	3	3	3	3	4	4	3	3	3	4	4	3	3	3	3	4	3	3	3	3	3											1	2	2	40	5.0	7000		2	69	11	2	7	3
6	0	341	2	3	1	3	2005	6	2007	3	2	3	304	2005	6	4	5	5	3	3	4	3	4																									4	2	1	2	1	2	1	3	1	2	2		2		2		3	3	4	4	4	3	4	3	3	2		2		1	3	2		2		2		2		2		2		2		1	2	1	3	2		2		2		4				1	88	3080	90	2007	7	2	3	2	3	3															3	4	4	3	3	3	4	4	4	3	4	4	4	3	4	4	4	3	4	4	4	4	3	4	4	3	3	3	4	3	4	4											1	2	2	40	10.0	3800		1	75	3	1	6	3
6	0	341	3	3	1	3	2010	7	2010	7	3	3	304	2010	7	3	5	3	3	4	4	4	4																									2	1	1	3	2		1	2	2		2		2		2		2	3	2	3	3	4	4	2	3	1	3	2		2		1	3	1	3	1	3	1	3	2		1	3	1	3	1	3	2		2		2		2		3				2								3	2	2															4	5	5	4	3	3	3	4	4	5	4	4	2	3	3	5	4	2	4	5	4	3	3	4	3	3	5	3	4	2	2	4											1	2	2	40	5.0		-9	1	76	2	2	6	3
6	0	341	4	3	1	3	2011	9	2011	9	3	3	304	2011	9	5	5	5	5	5	5	5	5																									3	1	1	3	1	4	1	3	2		2		2		2		3	5	5	5	5	5	5	-9	-9	-9		2		-9		-9		-9		-9		-9		2		-9		-9		-9		-9		2		2		2		3				1	88	3020	90	2011	7	4	2	3	2	2															5	5	5	4	5	5	5	5	5	5	5	4	4	5	4	5	3	1	5	5	5	5	3	3	4	3	4	4	4	1	3	3											1	2	2	40	6.0		-9	2	85	12	1	6	3
6	0	341	5	3	1	3	2010	6	2010	6	3	3	304	2010	10	4	4	4	3	5	4	4	4																									3	1	1	3	1	1	1	4	1	3	2		2		2		2	3	3	4	4	4	4	2	3	1	2	2		1	4	1	4	1	3	2		1	3	2		2		2		2		1	3	2		2		2		3				2								2	2	1															4	4	4	3	4	3	4	4	3	4	3	4	3	3	3	5	4	2	5	5	5	4	3	4	3	-9	-9	-9	-9	-9	-9	-9											1	2	2	40	14.0		-9	1	76	2	2	5	3
6	0	901	0	3	5	1	2005	7	2010	3	4	5	810	2011	1	3	5	4	4	4	4	4	4	5	3	4	4	4	3	3	3	3	3		3	3	2	3	3	1	3		4				3	2	5	1	3	2		1	2	1	2	2		2		2		3	3	4	4	4	4	4	3	3	1	3	2		1	3	1	3	2		1	2	1	2	2		2		2		1	3	1	3	2		2		2		4				2								2	3	1	4	3	4	4	4	4									4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	4	4	4	4	5	4	2	4	3	4	2	3	4											1		2	40	-9.0	-9		1	69	10	2	6	4
6	0	902	0	3	5	1	2005	3	-9	-9	1	4	805	2009	6	4	4	4	3	4	4	3	3	4	3	3	3	3	2	2	3	3	3		3	2	2	4	3	2	3		3				3	4	2	1	3	2		1	3	1	2	2		2		2		3	3	3	4	4	3	3	3	3	1	2	2		1	2	1	2	1	2	1	2	1	2	2		1	1	1	1	1	1	1	1	2		2		2		1				1	2	99090	40	2010	7	2	4	2	3	1	4	3	3	3	2	3									3	3	3	3	4	4	3	4	4	4	4	4	3	4	4	4	3	3	4	4	2	4	4	4	4	4	5	3	4	3	4	3											1		2	40	10.0	5300		1	74	12	2	6	3
6	0	902	1	3	5	3	2009	12	2009	12	1	1	805	2009	12	4	4	4	4	4	4	4	3																									3	4	1	3	1	3	1	3	2		2		2		2		5	2	3	4	4	4	4	3	4	1	3	2		1	4	1	3	1	2	1	3	2		2		2		2		1	2	2		2		2		2		3				1	20	6040	13	2009	2	3	4	2	3	3															3	3	4	3	2	3	3	3	3	3	3	2	4	3	3	3	4	4	3	3	2	4	3	4	4	4	4	1	4	5	4	3											1	2	2	40	15.0	3400		2	87	3	1	6	3
6	0	902	2	3	5	3	2008	12	2008	12	1	1	805	2008	12	2	2	4	2	3	4	3	3																									3	4	1	2	2		1	2	1	2	1	2	2		2		11	2	1	4	4	3	3	1	4	1	2	2		1	2	1	3	1	3	1	2	2		2		2		2		1	2	2		2		2		2		3				2								1	3	2															2	1	1	1	1	2	3	2	1	2	2	2	4	3	3	3	5	4	2	3	2	4	2	2	3	3	4	2	3	4	4	4											1	2	2	40	25.0	3000		2	86	1	1	6	3
6	0	902	3	3	5	3	2011	3	2011	3	1	1	805	2011	3	4	4	4	4	3	3	4	4																									5	4	2		2		2		2		2		2		2		1	2	2	3	3	3	3	2	4	1	2	2		1	2	1	2	1	3	1	2	1	2	2		1	2	1	2	1	3	2		2		2		2		1				1	88	5040	90	2007	7	2	3	2	2	3															3	4	4	4	2	4	3	3	3	2	4	2	2	2	4	4	4	4	3	3	3	3	3	3	3	2	3	1	3	3	3	3											1	2	2	40	10.0		260	1	83	11	1	6	3
6	0	903	0	3	5	1	2005	12	2010	3	3	4	805	2005	12	4	4	3	3	3	4	3	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9		-9	-9	-9	-9	-9	-9	-9		-9				-9	5	2	1	3	1	3	1	4	2		1	2	2		2		3	4	4	3	4	4	3	3	3	1	3	2		1	3	1	3	1	3	1	2	1	3	2		1	3	1	3	1	3	1	4	2		2		2		3				1	-9	-9	-9	-9	2	1	-9	4	3	1	-9	-9	-9	-9	-9	-9									3	3	4	4	4	3	4	4	3	3	3	3	3	4	4	4	3	3	4	4	4	3	2	2	3	3	4	3	3	3	2	3											1		2	40	4.0	5860		1	72	-9	2	6	3
6	0	903	1	3	5	3	2004	12	2008	3	1	3	801	2010	7	4	4	4	4	4	4	4	4																									3	3	1	3	1	3	1	2	1	3	2		2		2		5	4	4	4	3	4	4	3	3	1	3	2		1	3	1	2	1	2	1	2	1	2	2		1	2	1	2	1	2	1	3	2		2		2		3				2								3	3	1															4	3	4	3	4	2	3	3	4	4	3	3	4	4	4	4	3	3	4	4	4	4	2	4	3	3	4	4	4	3	3	3											1	2	2	40	10.0	4500		-9	-9	-9	-9	-9	
7	0	311	0	2	1	1	2001	12	2011	7	1	4	602	2011	1	4	4	4	4	4	4	4	4	2	3	4	4	3	4	3	3	3	3		3	3	3	3	3		3		3		3	3		1	1	1	2	2		1	3	1	3	2		2		2		12	3	3	3	4	3	3	2	3	2		2		2		2		2		2		2		2		2		2		2		2		2		2		2		4				2								4	3	3	3	4	4	4	4	4									3	3	3	4	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	2	3	3	4	3	3	2	4	4	4											1		1	40	25.0	5500		1	75	3	2	6	2
