C3_ID1	C3_IND1	C3_KSIC1	C3_KSIC2	C3_KSIC3	C3_TYPE	C3_PANEL_TYPE	A_1ST	A_2ND	C3_SCALE	C3A01_01	C3A01_01_01	C3A01_02_01	C3A01_02_02	C3A01_02_03	C3A01_03	C3A01_04	C3A01_04_01	C3A01_05	C3A01_06	C3A02_01	C3A02_02	C3A02_03	C3A02_04	C3A02_05	C3A02_06	C3A02_07	C3A02_08	C3A02_08_01	C3A02_08_02	C3A02_08_03	C3A02_08_04	C3A02_08_05	C3A02_08_06	C3A02_08_07	C3A02_08_08	C3A02_08_09	C3A02_08_10	C3A02_08_11	C3A02_08_12	C3A02_08_13	C3A02_08_14	C3A02_08_15	C3A02_08_16	C3A02_08_17	C3A02_08_18	C3A02_08_19	C3A02_08_20	C3A02_08_21	C3A02_09	C3A02_09_01	C3A02_09_02	C3A02_09_03	C3A02_09_04	C3A02_09_05	C3A02_09_06	C3A02_09_07	C3A02_09_08	C3A02_09_09	C3A02_09_10	C3A02_09_11	C3A02_09_12	C3A02_09_13	C3A02_09_14	C3A02_09_15	C3A02_09_16	C3A02_09_17	C3A02_09_18	C3A02_09_19	C3A02_09_20	C3B01_01	C3B01_01_01	C3B01_01_02	C3B01_02_01	C3B01_02_02	C3B01_02_03	C3B01_02_04	C3B01_02_05	C3B01_02_08	C3B01_02_09	C3B01_02_10	C3B01_03	C3B01_04	C3B01_05_01	C3B01_05_02	C3B01_05_03	C3B01_05_04	C3B01_05_05	C3B01_05_06	C3B01_05_07	C3B01_05_08	C3B01_06_01	C3B01_06_02	C3B01_06_03	C3B01_06_04	C3B01_06_05	C3B01_06_06	C3B01_06_07	C3B01_06_08	C3B01_07	C3B01_07_01	C3B01_07_02	C3B01_07_03	C3B01_07_04	C3B01_07_05	C3B01_07_07	C3B01_08_01	C3B01_08_02	C3B01_08_03	C3B01_08_04	C3B01_08_05	C3B01_08_06	C3B01_09_01	C3B01_09_02	C3B01_09_03	C3B01_09_04	C3B01_09_05	C3B01_09_06	C3B01_09_07	C3B01_09_08	C3B01_09_09	C3B01_09_10	C3B02_01_01	C3B02_01_02	C3B02_01_03	C3B02_01_04	C3B02_01_05	C3B02_01_06	C3B02_01_07	C3B02_01_08	C3B02_01_09	C3B02_01_10	C3B02_01_11	C3B02_01_12	C3B02_01_13	C3B02_01_14	C3B02_01_15	C3B02_01_16	C3B02_01_17	C3B02_01_18	C3B02_01_19	C3B02_01_20	C3B02_01_21	C3B02_01_22	C3B02_01_23	C3B02_01_24	C3B02_02_01	C3B02_02_02	C3B02_02_03	C3B02_02_04	C3B02_02_05	C3B02_03_01	C3B02_03_02	C3B02_03_03	C3B02_03_04	C3B02_03_05	C3B02_03_06	C3B02_04_01	C3B02_04_02	C3B02_04_03	C3B02_04_04	C3B02_04_05	C3B02_04_06	C3B02_04_07	C3B02_04_08	C3B02_04_09	C3B02_04_10	C3B02_04_11	C3B02_04_12	C3B02_05_01	C3B02_05_02	C3B02_06_01	C3B02_06_02	C3B02_06_03	C3B02_06_04	C3B02_06_05	C3B02_06_06	C3B02_06_07	C3B02_06_08	C3B02_06_09	C3B02_06_10	C3B02_06_11	C3B02_06_12	C3B02_06_13	C3B02_07_01	C3B02_07_02	C3B02_07_03	C3B02_07_04	C3B02_07_05	C3B02_07_06	C3B02_07_07	C3B02_07_08	C3B02_08_01	C3B02_08_02	C3B02_08_03	C3B02_08_04	C3B02_08_05	C3B02_08_06	C3B02_08_07	C3B02_08_08	C3B02_08_09	C3B02_08_10	C3B02_08_11	C3B02_08_12	C3B02_09_01	C3B02_09_02	C3B02_09_03	C3B02_09_04	C3B02_10_01	C3B02_10_02	C3B02_10_03	C3B02_10_04	C3B02_10_05	C3B02_10_06	C3B02_10_07	C3B02_10_08	C3C01_01	C3C01_01_01	C3C01_02	C3C01_02_01	C3C01_03	C3C01_03_01	C3C01_04	C3C01_05	C3C01_05_01	C3C01_05_02	C3C01_05_03	C3C01_05_04	C3C01_05_05	C3C01_05_06	C3C01_06_01	C3C01_06_02	C3C01_06_03	C3C01_06_04	C3C01_06_05	C3C01_06_06	C3C01_06_07	C3C01_06_08	C3C01_06_09	C3C01_06_10	C3C01_06_11	C3C01_06_12	C3C01_06_13	C3C01_06_14	C3C01_06_15	C3C01_06_16	C3C01_06_17	C3C01_06_18	C3C01_06_19	C3C01_06_20	C3C01_06_21	C3C01_07_01	C3C01_07_02	C3C01_07_03	C3C01_07_04	C3C01_07_05	C3C01_07_06	C3C01_07_07	C3C01_07_08	C3C01_07_09	C3C01_07_10	C3C01_07_11	C3C01_07_12	C3C01_07_13	C3C01_07_14	C3C01_07_15	C3C01_07_16	C3C01_07_17	C3C01_07_18	C3C01_07_19	C3C01_07_20	C3C01_07_21	C3C01_07_22	C3C01_07_23	C3C01_07_24	C3C01_07_25	C3C01_07_26	C3C01_07_27	C3C01_07_28	C3C01_07_29	C3C01_07_30	C3C01_07_31	C3C01_07_32	C3C01_07_33	C3C01_07_34	C3C01_07_35	C3C01_07_36	C3C01_07_37	C3C01_07_38	C3C01_07_39	C3C01_07_40	C3C01_07_41	C3C01_07_42	C3C01_07_43	C3C01_07_44	C3C01_07_45	C3C01_07_46	C3C01_07_47	C3C01_07_48	C3C01_07_49	C3C01_07_50	C3C01_07_51	C3C01_07_52	C3C01_07_53	C3C01_07_54	C3C01_07_55	C3C01_07_56	C3C01_08_01	C3C01_08_02	C3C01_08_03	C3C01_08_04	C3C01_08_05	C3C01_08_06	C3C01_08_07	C3C01_09_01	C3C01_09_02	C3C01_10_01	C3C01_10_02	C3C01_10_03	C3C01_10_04	C3C01_10_05	C3C01_10_06	C3C01_10_07	C3C01_10_08	C3C01_10_09	C3C01_10_10	C3C01_10_11	C3C01_10_12	C3C01_10_13	C3C01_10_14	C3C01_10_15	C3C01_10_16	C3C01_10_17	C3C01_10_18	C3C01_11_01	C3C01_11_02	C3C01_11_03	C3C01_11_04	C3C01_11_05	C3C01_11_06	C3C01_11_07	C3C01_11_08	C3C01_11_09	C3C01_11_10	C3C01_11_11	C3C01_11_12	C3C01_11_13	C3C01_11_14	C3C02_01_01	C3C02_01_02	C3C02_01_03	C3C02_01_04	C3C02_01_05	C3C02_01_06	C3C02_02_01	C3C02_02_02	C3C02_02_03	C3C02_02_04	C3C02_02_05	C3C02_02_06	C3C02_02_07	C3C02_02_08	C3C02_02_09	C3C02_03_01	C3C02_03_02	C3C02_03_03	C3C02_03_04	C3C02_03_05	C3C02_04_01	C3C02_04_02	C3C02_04_03	C3C02_04_04	C3C02_04_05	C3C02_04_06	C3C02_04_07	C3C02_04_08	C3C02_04_09	C3C02_04_10	C3C03_01_01	C3C03_01_02	C3C03_01_03	C3C03_01_04	C3C03_01_05	C3C03_01_06	C3C03_01_07	C3C03_01_08	C3C03_01_09	C3C03_01_10	C3C03_01_11	C3C03_01_12	C3C03_01_13	C3C03_01_14	C3C03_01_15	C3C03_01_16	C3C03_01_17	C3C03_01_18	C3C03_01_19	C3C03_01_20	C3C03_01_21	C3C03_01_22	C3C03_02	C3C03_03_01	C3C03_03_02	C3C03_03_03	C3C03_03_04	C3C03_04_01	C3C03_04_02	C3C03_04_03	C3C03_04_04	C3C03_04_05	C3C03_04_06	C3C03_04_07	C3C03_04_08	C3C03_04_09	C3C04_01_01	C3C04_01_02	C3C04_01_03	C3C04_01_04	C3C04_01_05	C3C04_01_06	C3C04_01_07	C3C04_01_08	C3C04_02_01	C3C04_02_02	C3C04_02_03	C3C04_02_04	C3C04_02_05	C3C04_02_06	C3C04_02_07	C3C04_02_08	C3C04_02_09	C3C04_03_01	C3C04_03_02	C3C04_03_03	C3C04_03_04	C3C04_03_05	C3C04_03_06	C3C04_03_07	C3C04_03_08	C3C04_04	C3C04_05_01	C3C04_05_02	C3C04_05_03	C3C04_05_04	C3C04_05_05	C3C04_05_06	C3C04_05_07	C3C04_05_08	C3C04_05_09	C3C04_05_10	C3C04_06_01	C3C04_06_02	C3C04_06_03	C3C04_06_05	C3C04_06_06	C3C04_07_01	C3C04_07_02	C3C04_07_03	C3C04_07_04	C3C04_07_05	C3D01_01	C3D01_02	C3D01_03	C3D01_04	C3D01_04_01	C3D01_04_02	C3D01_04_03	C3D01_05_01	C3D01_05_02	C3D01_06_01	C3D01_06_02	C3D01_06_03	C3D01_06_05	C3D01_06_06	C3D01_06_07	C3D01_07_01	C3D01_07_02	C3D01_08_01	C3D01_08_02	C3D01_08_03	C3D01_08_04	C3D01_08_05	C3D01_08_06	C3D01_08_07	C3D01_08_08	C3D01_08_09	C3D01_08_10	C3D01_08_11	C3D01_08_12	C3D01_08_13	C3D01_08_14	C3D02_01	C3D02_02	C3D02_03	C3D02_04_01	C3D02_04_02	C3D02_04_03	C3E01_01	C3E01_02	C3E01_03	C3E01_04_01	C3E01_04_02	C3E01_04_03	C3E01_04_04	C3E01_04_05	C3E01_04_06	C3E01_05	C3E01_05_01	C3E01_05_02	C3E01_06	C3E01_06_01	C3E01_06_02	C3E01_07	C3E01_07_01	C3E01_07_02	C3E01_07_03	C3E01_07_04	C3E01_07_05	C3E01_07_06	C3E01_07_07	C3E01_07_08	C3E01_07_09	C3E01_08	C3E01_08_01	C3E01_09	C3E01_09_01	C3E01_09_02	C3E01_09_03	C3E01_09_04	C3E01_10	C3E01_10_01	C3E01_10_02	C3E01_10_03	C3E01_10_04	C3E01_10_05	C3E01_10_06	C3E01_10_07	C3E01_10_09	C3E01_11	C3E02_01_01	C3E02_01_02	C3E02_02	C3E02_02_01	C3E02_02_02	C3E02_02_03	C3E02_02_04	C3E02_02_05	C3E02_02_06	C3E02_03_01	C3E02_03_02	C3E02_03_03	C3E02_04	C3E02_05	C3E02_06_01	C3E02_06_02	C3E02_06_03	C3E02_06_04	C3E02_06_06	C3E02_06_07	C3E02_07	C3E02_07_01	C3E02_08	C3E02_08_01	C3E03_01_01	C3E03_01_02	C3E03_01_03	C3E03_01_04	C3E03_01_05	C3E03_01_06	C3E03_01_07	C3E03_01_08	C3E03_01_09	C3E03_01_10	C3E03_01_11	C3E03_01_12	C3E03_01_13	C3E03_01_14	C3E03_02	C3E03_03_01	C3E03_03_02	C3E03_03_03	C3E03_03_04	C3E03_04	C3E03_05	C3E03_06_01	C3E03_06_02	C3E03_06_03	C3E03_06_04	C3E03_06_05	C3E03_06_06	C3E03_06_07	C3E03_06_08	C3E04_01_01	C3E04_01_02	C3E04_01_03	C3E04_01_04	C3E04_01_05	C3E04_01_06	C3E04_01_07	C3E04_01_08	C3E04_02	C3E04_03_01	C3E04_03_02	C3E04_03_03	C3E04_03_04	C3E04_03_05	C3E04_03_06	C3E04_03_07	C3E04_03_08	C3E04_03_09	C3E04_03_10	C3E04_03_11	C3E04_03_12	C3E04_04_01	C3E04_04_02	C3E04_04_03	C3E04_04_04	C3E04_04_05	C3E04_04_06	C3E04_04_07	C3E04_04_08	C3E04_04_09	C3E04_04_10	C3E04_04_11	C3E04_04_12	C3E04_04_13	C3E04_04_14	C3E04_05_01	C3E04_05_02	C3E04_05_03	C3E04_05_04	C3E04_05_05	C3E04_05_06	C3E04_06	C3E04_06_01	C3E04_06_02	C3E04_06_03	C3E04_07_01	C3E04_07_02	C3E04_07_03	C3E04_08_01	C3E04_08_02	C3E04_08_03	C3E04_08_04	C3E04_08_05	C3E04_08_06	C3E04_08_07	C3E04_08_08	C3E04_08_09	C3E05_01	C3E05_02	C3E05_02_01	C3E05_03	C3E05_03_01	C3E05_03_02	C3E05_03_03	C3E05_03_04	C3E05_03_05	C3E05_03_07	C3E05_03_08	C3E05_03_09	C3E05_03_10	C3E05_03_11	C3E05_03_12	C3E05_03_13	C3E05_03_14	C3E05_03_15	C3E05_03_16	C3E05_03_17	C3E05_03_18	C3E05_03_19	C3E05_03_20	C3E05_03_21	C3E05_03_22	C3E05_03_23	C3E05_03_24	C3E05_03_25	C3E05_03_26	C3E05_03_27	C3E05_03_28	C3E05_03_29	C3E05_03_30	C3E05_03_31	C3E05_03_32	C3E05_03_33	C3E05_03_34	C3E05_03_35	C3E05_03_36	C3E05_03_37	C3E05_03_38	C3E05_03_39	C3E05_03_40	C3E05_03_41	C3E05_03_42	C3E05_04	C3E06_01	C3E06_02	C3E06_02_01	C3E06_03_01	C3E06_03_02	C3E06_03_03	C3E06_03_04	C3E06_04
1	1	C	20	201	1	1	1	1	1	1954		11	1	5	4	2		4	2	3	4	1	2	2	3	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2																					2	200	100.0	1	2	4	9	6	1	3	4	4	1	2	2	2	1	1	-8	-8	-8	8	8	8	8	8	-8	-8	-8	2							1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	188	167	19	2	16	12	4	0	10	10	0	0													186	25	64	65	32	186	96	34	52	4	0	18	18	16	13	8	7	15	2	0	0	0	0	24	36	97	95	2	88	86	2	9	9	0	14	14	81	81	47	47	47	47	30.0	48	48	30	7	16	4	7	3	2	6	2	0	0	0	0	2		1	2	1	1	0	0	0	0	0	0	2	2	1	2	2		3	1	1	0	1	0	0	0	1	150	1.0	1	50	10.0	2			2			1	16	10.0	2			2			0	0			0			1	0			1			1	1			0			1	1			0			1	1			1			-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	0	1	1	0	1	1	1	4	2	1	2	2		2		2		2		2		2		2		2		1	3	1	3	1	3	1	3	1	3	1	3	1	3	21.0	0.00	8406.00	23.0	0.0	23.0	1	30	15	1	30	0.0	2			2	2	2	3	3	2	2	2	3	2	4	2	2	2	1	3	2	3	2	3	3	3	3	3	3	1	1	3	2	1	2	3	3	3	3	3	3	1	3	3	3	2	0	0	0	0	0	1	0	0	0	3	4	4	3	4	-8	-8	-8	4	3	4	3	4	4	4	4	4	2	2	4	3	3	3	4	4	2	1	1	2		2		2				0	1	0	-9	-9	2	8	8	8	8	1	2	2	2				9		0	0	0				7		2		2		1	3	1	3	1	3	2		1	2	2	3	2	0	1	0	2		1	2	2	0	6.0	15.0	-8.0	2	2	3	2			2										2		2					2									1	5	5	2							8.0	9.0	5.0	2	0.0	0	0	0	0							2		2		2		2		2		2									1	2	0	0	0	0	1	0	0	-9	1	1972	1	1999	2		2		3	1	-9	2		2		2		2		2		600.00	600.00	600	600	0.00	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00	20	43.0	64.0	4	4	4	1328	3	3	3	2	-8	-8	1	2008	2	2			1	2008	4	1	2		1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	2	4	1	1	89	100.0	2	2	1
2	1	C	11	112	3	1	1	1	2	1971		2	12	11	4	2		3	3	4	2	2	2	2	2	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2																					2	1512	100.0	9	1	5	2	3	9	4	3	5	1	3	3	1	1	1	-8	-8	-8	1	1	1	1	1	-8	-8	-8	2							1	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	325	245	47	33	16	11	5	0	46	38	5	3													292	60	130	85	17	292	81	46	135	28	2	81	51	28	23	14	7	24	5	0	0	1	0	73	20	46	40	6	34	33	1	12	7	5	28	28	12	12	21	690	24	35	28.0	4	5	21	22	3	1	1	1	1	6	0	0	0	0	0	1	1	1	3	7	4	3	2	1	1	0	0	1		1	3	2		3	4							1	112	24.0	1	335	88.0	1	819	44.0	2			2			2			2			1	1	1					1	1	1					1	1	1					1	1	1					1	1	1					-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	0	1	1	1	1	0	1	4	5	1	4	2		2		2		2		1	2	1	4	1	2	2		1	2	1	2	1	4	2		1	3	1	3	1	4	47.0	49.00	15620.00	192.0	0.0	192.0	1	5	50	1	3	25.0	1	3.0	35	3	3	4	3	2	1	2	4	2	4	5	3	2	2	2	4	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	1	2	1	2	4	1	1	4	3	3	4	1	0	0	0	1	1	1	0	0	2	4	3	4	3	-8	-8	-8	4	2	3	2	3	4	2	3	3	4	3	3	4	3	3	4	4	2	1	1	2		2		2				0	0	0			1	8	8	8	8	1	2	2	1	1	3	4	3	6	1	0	1	3	4	5	-8		2		2		2		2		2		2		1	3	2	2	3	0	1	1	1	5		3	1	0	3.0	3.0	-8.0	1	1	3	1	2002	3	2										2		1	2	15	0	1	2									1	4	6	1	1	0	0	1	0	0	9.0	7.0	8.0	1	10.0	1	0	1	1	6	5	2		1	1	2		1	1990	1	2007	1	1990	1	2007	1	2006			2	0	0	0	1	5	2	1	1	0	0	1	1	1	-9	1	1971	1	2000	1	1971	2		2	1	1999	1	2008	1	2006	2		2		2		600.00	600.00	600	600	0.00	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00	24	35.0	46.0	2	2	2	2384	3	3	3	2	-8	-8	2			2			2			1	2		1	0	0	0	1	0	3																																				2	5	1	4					4
5	2	K	65	651	3	1	1	1	2	1990		26	27		3	2		1	4	5	4	-8	3	4	1	1	2	-8	-8	-8	-8	-8	-8	-8								-8	-8	-8	-8	-8	-8	-8	2		-8					-8					-8					-8				3	5000	10.0	9	7	3	8	13	3	4	7	2	1	-8	1	-8	1	-8	1	3	-8	-8	8	-8	8	-8	8	1	-8	1	0	1	0	0	0	10.0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	994	473	340	181									28	22	5	1	31	24	7	0					813	157	400	229	27	813	227	117	445	24	0	106	57	182	81	39	8	306	29	4	1	0	0	474		118	63	55	33	31	2	85	32	53	52	52	11	11	82	123	63	63	60.0				22	3	4	2	0	0	32	0	0	0	0	0	2		2		37	1	12	-8	-8	-8	24	8	1		1	3	1	70	1	4							1	800	200.0	1	176	66.0	1	2119	205.0	1	30	3.00	1	8	80.0	2			2			-8	-8	-8	-8	-8	-8	-8	0	0	0	0	0			-8	-8	-8	-8	-8	-8	-8	1	1	1	1	1			-8	-8	-8	-8	-8	-8	-8	1	1	1	1	1			1	1	1	0	0			-8	-8	-8	-8	-8	-8	-8	1	1	1	1	1	0	0	4	3	1	3	2		1	3	2		2		2		2		1	3	1	3	1	4	1	3	1	2	1	1	2		2		2		170.0	132.00	64800.00	560.0	0.0	560.0	1	90	174	-8	-8	-8.0	1	3.0	26	3	3	2	3	2	2	2	1	1	3	4	3	1	1	1	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	4	4	4	1	0	0	0	1	0	0	0	0	-8	3	-8	3	-8	3	3	-8	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	1	1	1	2		1	1			1	0	1	-9	-9	1	1	8	1	8	2	2	2	1	1	4	5	6	8	1	-8	0	2	1	4	-8		2		2		2		2		2		2		2		3	2	1	1	0	0	1	5		4	8	1	3.0	5.0	1.0	1	1	4	1	2005	3	1	1	1	0	1	1	0	0	1	0	2		2					2									1	2	4	2							9.0	6.0	-9.0	-8	40.0	1	0	1	0	6		2		1	1	1	2004	1	2004	1	2004	1	2004	1	2004	2				3					5	1	1	1	0	0	0	1	0	-9	2		2		1	-9	2			1	2004	2		2		2		1	2005			500.00	-8.00	300	-8	200.00	-8.00	200.0	-8.0	0.0	-8.0	0.0	-8.0	0.00	-8.00	36	71.0	87.0	4	4	4	14569	4	4	4	2	123	120	1	2005	3	1	2005	3	1	2007	4	1	1	10.0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	4	1	1	550	90.0	2	1	4
6	3	J	58	582	3	1	1	1	2	1995		32	37	35	4	2		2	3	3	2	3	3	-8	2	2	2																						2																					3	4000	30.0	11	7	9	1	5	4	3	9	5	1	1	2	-8	2	-8	-8	-8	1	8	1	-8	8	-8	-8	-8	8	1	1	1	1	1	0	5.0	1	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	570	400	104	66																	20	19	1	0	504	95	312	93	4	504	22	40	385	55	2	84	146	134	0	33	3	54	36	14	0	0	0	78		92	77	15	60	55	5	32	22	10	30	30	47	47	85	2000	80	77	30.0				18	30	7	0	0	0	12	10	0	0	0	0	1	1	1	2	63	15	5	-8	-8	-8	43	8	1		1	3	1	20	1	2	1	0	0	1	0	0	1	120	360.0	2			1	300	54.0	1	300	54.00	2			2			2			0		0	0				1		1	1				-8	-8	-8	-8	-8	-8	-8	0		0	0				-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	1		1	1				1	0	1	1	1	0	0	6		1	3	2		2		2		2		1	3	2		1	3	1	3	1	3	1	3	1	3	1	3	2		1	3	1	3	140.0	100.00	30400.00	550.0	50.0	500.0	1	240	120	-8	-8	-8.0	2			4	4	3	3	2	2	2	4	1	3	4	3	3	3	3	4	1	3	2	3	2	4	1	4	1	4	1	4	1	4	1	1	1	1	1	1	1	1	4	4	4	4	0	0	1	0	0	0	0	0	0	-8	3	-8	4	-8	-8	-8	4	3	4	4	3	4	3	4	5	3	3	4	4	2	3	3	3	3	1	1	1	2		2		2		1	1	1	0	1	-9	-9	1	8	8	8	2	5	3	3	2				9		0	0	0				7		2		2		2		2		2		2		2		4	4	4	0	0	1	1	5		9	3	0	4.0	10.0	-8.0	1	1	3	1	2004	3	1	0	0	1	1	1	0	0	1	0	1	5.0	1	0	30	-8	-8	2									1	3	3	2							8.0	14.0	7.0	-8	0.0	1	0	0	0	6	2	2		1	1	1	2000	1	2000	1	2000	1	2003	1	2000	2				2					5	1	1	0	1	0	1	0	1	-9	2		1	2003	1	2003	1	2003	1	1	2003	1	2003	1	2003	1	2003	1	2003			200.00	-8.00	0	-8	200.00	-8.00	20.0	-8.0	60.0	-8.0	60.0	-8.0	60.00	-8.00	32	55.0	79.0	3	4	4	7000	4	4	4	1	250	250	2			1	2002	3	1	2000	3	1	1	12.0	1	1	0	0	0	0	1																																				1	5	1	4					4
7	2	K	64	641	3	1	1	1	4	2001	1963	25	27	26	3	1	1	1	4	4	4	-8	3	4	2	1	1	-8	-8	-8	-8	-8	-8	-8	0	0	0	0	0	0	0	-8	-8	-8	-8	-8	-8	-8	1	1	-8	0	1	0	1	-8	0	0	0	1	-8	0	1	0	1	-8	0	0	0	3	30000	5.0	9	7	8	6	4	2	4	1	3	1	-8	4	-8	2	-8	2	1	-8	-8	8	-8	8	-8	8	8	-8	1	0	1	0	1	0	7.0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	26090	12753	5094	8243									414	208	139	67	232	148	63	21					17847	1712	6718	7668	1749	17847	8675	548	8181	316	127	0	3315	5748	3554	60	76	0	3732	1223	124	10	5	14821		368	368	0	96	96	0	272	272	0	217	217	151	151	400	16000	420	368	180.0				0	96	0	0	0	0	0	272	0	0	0	0	2		1	1	691	10	550	-8	-8	-8	131	8	1		1	3	2		1	4							1	-9	-9.0	1	-9	-9.0	1	-9	-9.0	1	-9	-9.00	1	-9	-9.0	1	-9	-9.0	2			-8	-8	-8	-8	-8	-8	-8	0	0	0	0	0	0		-8	-8	-8	-8	-8	-8	-8	0	0	0	0	1	1		-8	-8	-8	-8	-8	-8	-8	1	1	1	1	1	0		1	1	0	0	1	0		-8	-8	-8	-8	-8	-8	-8	1	1	0	1	0	0	0	3	4	1	4	1	4	1	3	2		2		1	3	1	3	1	3	1	4	2		1	3	1	4	1	4	2		2		2		1492.0	-9.00	1755700.00	30300.0	4900.0	25400.0	1	60	250	-8	-8	-8.0	2			3	3	4	3	3	3	3	1	2	3	3	2	2	1	2	2	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	0	1	1	0	0	0	0	0	0	-8	4	-8	4	-8	4	5	-8	4	4	4	4	4	5	4	3	4	3	4	4	3	4	4	3	3	2	2		2		2		2				1	0	0	-9	-9	1	2	2	2	2	2	2	2	1	1	3	4	-8		0	-8	1	1	1	4	-8		2		2		2		2		1	4	1	4	1	4	3	1	1	1	1	0	1	1		37	129	2	3.0	6.0	3.0	1	1	2	1	2002	3	1	1	0	0	0	1	0	0	1	0	1	70.0	2					2									1	2	4	2							10.0	17.0	6.0	-8	5.0	0	0	0	0							1	2002	1	2002	2		1	2002	1	2002	2				3					5	2	1	1	1	0	1	0	1	-9	1	2001	1	2001	1	2002	2		5	1	2005	1	2002	1	2000	1	2002	1	2002			700.00	-8.00	500	-8	200.00	-8.00	5.0	-8.0	95.0	-8.0	50.0	-8.0	50.00	-8.00	42	65.0	90.0	3	3	3	300000	3	4	4	2	120	130	1	2003	3	1	2001	3	2			1	1	30.0	1	1	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	4	1	2	22000	95.0	1	1	1
8	1	C	10	105	1	1	1	1	4	1964		1	2		1	2		2	1	3	3	3	3	2	2	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2																					3	4000	30.0	9	11	4	7	2	4	3	1	4	1	1	1	1	1	1	-8	-8	-8	1	1	1	1	1	-8	-8	-8	1	1	1	0	1	0	10.0	1	0	0	1	0	-9	1	1	1	1	1	1	0	1	1	-9	2385	1344	293	748	41	26	15	0	225	206	19	0													1637	618	558	326	135	1637	818	327	461	22	9	379	117	99	39	16	13	122	23	12	1	0	1	212	502	190	60	130	71	49	22	119	11	108	58	58	2	2	60	1400	60	55	45.0	5	5	15	42	1	1	0	0	0	11	0	0	0	0	0	2		2		60	12	1	4	0	4	47	0	1		1	-9	1	60	3	4							1	800	150.0	1	300	60.0	1	300	30.0	1	300	30.00	2			2			1	200	4.0	0	1	1	1			0	1	1	1	1			0	1	1	1	1			0	0	1	1	1			0	1	0	0	0			0	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	0	0	0	1	0	0	0	4		1	2	2		2		2		1	2	2		2		1	2	1	2	1	3	1	3	1	2	2		1	3	1	3	2		-9.0	-9.00	-9.00	-9.0	-9.0	-9.0	1	90	200	1	3	80.0	1	3.0	80	2	2	2	2	3	3	3	3	1	3	3	2	1	1	1	4	3	1	2	1	1	4	4	4	3	2	2	2	2	1	2	1	2	1	2	1	1	2	4	4	4	4	1	0	0	0	0	0	0	0	0	3	2	2	3	3	-8	-8	-8	3	2	2	2	3	4	2	3	4	2	2	2	4	3	3	4	4	2	1	1	1	1	2		2				0	0	1	150	700	1	4	8	8	2	1	2	2	1	1	5	3	6	3	1	0	0	2	6	1	-8		2		2		2		2		2		2		2		2	4	4	-9	-9	-9	1	5		7	1	1	5.0	13.0	25.0	1	1	3	1	-9	2	1	1	0	0	1	0	0	0	0	0	1	5.0	2					2									1	5	9	2							7.0	8.0	6.0	2	2.0	1	0	0	0	3		2		1	1	2		1	1999	1	1999	1	2006	1	2007	1	2002			4	1	0	1	1	5	1	1	1	0	0	0	1	1	-9	1	1964	1	1999	2		2		3	1	2004	1	2006	2		1	-9	2		2		803.00	802.50	700	700	103.00	102.50	1.0	0.5	2.0	2.0	0.0	0.0	100.00	100.00	29	41.0	55.0	3	3	3	350	2	2	3	2	110	115	2			2			2			1	1	10.0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	5	1	1	820	-9.0	1	2	4
